iter	Passed	Remaining
1687	6186	1143
1688	6190	1139
1689	6194	1136
1690	6198	1132
1691	6202	1128
1692	6205	1125
1693	6209	1121
1694	6213	1118
1695	6217	1114
1696	6220	1110
1697	6224	1107
1698	6228	1103
1699	6231	1099
1700	6235	1096
1701	6239	1092
1702	6243	1088
1703	6247	1085
1704	6251	1081
1705	6254	1077
1706	6258	1074
1707	6262	1070
1708	6266	1066
1709	6269	1063
1710	6273	1059
1711	6277	1055
1712	6280	1052
1713	6284	1048
1714	6287	1044
1715	6291	1041
1716	6295	1037
1717	6298	1033
1718	6302	1030
1719	6305	1026
1720	6308	1022
1721	6312	1019
1722	6315	1015
1723	6318	1011
1724	6322	1007
1725	6325	1004
1726	6329	1000
1727	6332	996
1728	6336	993
1729	6340	989
1730	6344	985
1731	6347	982
1732	6351	978
1733	6354	974
1734	6358	971
1735	6361	967
1736	6364	963
1737	6368	960
1738	6371	956
1739	6375	952
1740	6379	949
1741	6383	945
1742	6386	941
1743	6390	938
1744	6394	934
1745	6397	930
1746	6401	927
1747	6405	923
1748	6408	919
1749	6412	916
1750	6416	912
1751	6419	908
1752	6423	905
1753	6426	901
1754	6430	897
1755	6434	894
1756	6437	890
1757	6441	886
1758	6445	883
1759	6448	879
1760	6452	875
1761	6456	872
1762	6459	868
1763	6462	864
1764	6466	860
1765	6470	857
1766	6473	853
1767	6476	849
1768	6480	846
1769	6483	842
1770	6487	838
1771	6490	835
1772	6494	831
1773	6497	827
1774	6500	824
1775	6504	820
1776	6507	816
1777	6512	813
1778	6516	809
1779	6519	805
1780	6523	802
1781	6527	798
1782	6531	794
1783	6534	791
1784	6538	787
1785	6541	783
1786	6544	780
1787	6548	776
1788	6551	772
1789	6555	769
1790	6559	765
1791	6562	761
1792	6566	758
1793	6570	754
1794	6573	750
1795	6577	747
1796	6581	743
1797	6584	739
1798	6588	736
1799	6592	732
1800	6595	728
1801	6598	725
1802	6602	721
1803	6606	717
1804	6610	714
1805	6613	710
1806	6617	706
1807	6620	703
1808	6624	699
1809	6627	695
1810	6631	692
1811	6634	688
1812	6638	684
1813	6642	681
1814	6645	677
1815	6649	673
1816	6652	670
1817	6656	666
1818	6660	662
1819	6663	659
1820	6667	655
1821	6670	651
1822	6674	648
1823	6678	644
1824	6681	640
1825	6684	637
1826	6688	633
1827	6692	629
1828	6695	625
1829	6698	622
1830	6702	618
1831	6705	614
1832	6708	611
1833	6711	607
1834	6715	603
1835	6718	600
1836	6722	596
1837	6726	592
1838	6729	589
1839	6733	585
1840	6737	581
1841	6740	578
1842	6743	574
1843	6747	570
1844	6751	567
1845	6754	563
1846	6758	559
1847	6762	556
1848	6765	552
1849	6769	548
1850	6772	545
1851	6775	541
1852	6779	537
1853	6782	534
1854	6786	530
1855	6789	526
1856	6793	523
1857	6797	519
1858	6800	515
1859	6804	512
1860	6807	508
1861	6811	504
1862	6814	501
1863	6818	497
1864	6821	493
1865	6825	490
1866	6828	486
1867	6832	482
1868	6836	479
1869	6839	475
1870	6843	471
1871	6846	468
1872	6850	464
1873	6853	460
1874	6857	457
1875	6861	453
1876	6864	449
1877	6868	446
1878	6872	442
1879	6875	438
1880	6879	435
1881	6882	431
1882	6885	427
1883	6889	424
1884	6892	420
1885	6896	416
1886	6899	413
1887	6902	409
1888	6906	405
1889	6909	402
1890	6912	398
1891	6916	394
1892	6919	391
1893	6922	387
1894	6925	383
1895	6929	380
1896	6932	376
1897	6935	372
1898	6939	369
1899	6942	365
1900	6946	361
1901	6949	358
1902	6953	354
1903	6956	350
1904	6960	347
1905	6963	343
1906	6968	339
1907	6972	336
1908	6975	332
1909	6979	328
1910	6982	325
1911	6986	321
1912	6990	317
1913	6993	314
1914	6997	310
1915	7000	306
1916	7004	303
1917	7008	299
1918	7011	295
1919	7014	292
1920	7018	288
1921	7022	284
1922	7025	281
1923	7028	277
1924	7032	273
1925	7036	270
1926	7039	266
1927	7042	263
1928	7046	259
1929	7049	255
1930	7053	252
1931	7056	248
1932	7060	244
1933	7063	241
1934	7067	237
1935	7071	233
1936	7075	230
1937	7078	226
1938	7082	222
1939	7085	219
1940	7088	215
1941	7092	211
1942	7096	208
1943	7099	204
1944	7103	200
1945	7106	197
1946	7110	193
1947	7113	189
1948	7117	186
1949	7120	182
1950	7123	178
1951	7127	175
1952	7130	171
1953	7134	167
1954	7138	164
1955	7141	160
1956	7145	156
1957	7148	153
1958	7152	149
1959	7155	146
1960	7159	142
1961	7162	138
1962	7166	135
1963	7169	131
1964	7173	127
1965	7176	124
1966	7180	120
1967	7183	116
1968	7187	113
1969	7190	109
1970	7194	105
1971	7197	102
1972	7201	98
1973	7205	94
1974	7208	91
1975	7212	87
1976	7215	83
1977	7219	80
1978	7222	76
1979	7225	72
1980	7229	69
1981	7232	65
1982	7236	62
1983	7239	58
1984	7243	54
1985	7247	51
1986	7251	47
1987	7254	43
1988	7258	40
1989	7261	36
1990	7264	32
1991	7268	29
1992	7271	25
1993	7274	21
1994	7278	18
1995	7281	14
1996	7285	10
1997	7289	7
1998	7292	3
1999	7296	0
