iter	RMSE
806	0.6068593554
807	0.6067211002
808	0.6065644333
809	0.606432441
810	0.6062701141
811	0.6061364374
812	0.6060131153
813	0.6058722487
814	0.6057057166
815	0.6055643779
816	0.6054049862
817	0.6052651917
818	0.6051361719
819	0.6049935011
820	0.6048303141
821	0.6047065105
822	0.6045868708
823	0.6044558257
824	0.6043395296
825	0.6041750161
826	0.6040526043
827	0.60391851
828	0.603786572
829	0.6036387481
830	0.6035163834
831	0.6033931481
832	0.6032804988
833	0.6031615157
834	0.6030375766
835	0.6029191725
836	0.6027718464
837	0.6026575032
838	0.6025399823
839	0.6024208149
840	0.6023152995
841	0.6021954881
842	0.602077288
843	0.6019226039
844	0.6017687102
845	0.6016504211
846	0.6015227545
847	0.601412306
848	0.6013025165
849	0.6011799675
850	0.6010601283
851	0.6009439067
852	0.6008168114
853	0.6006789233
854	0.6005677497
855	0.600427897
856	0.6003200699
857	0.6001931701
858	0.6000853232
859	0.5999704353
860	0.5998642736
861	0.5997457917
862	0.5996391683
863	0.5995170812
864	0.599409363
865	0.5993013369
866	0.5991937361
867	0.5990788081
868	0.5989699649
869	0.5988561181
870	0.5987529898
871	0.5986427507
872	0.5985315005
873	0.598431275
874	0.598319454
875	0.59821873
876	0.5981089444
877	0.5979770139
878	0.597874321
879	0.5977419032
880	0.597633394
881	0.5975324806
882	0.5974208077
883	0.5973084589
884	0.5971825666
885	0.5970892275
886	0.5969920916
887	0.5968871394
888	0.5967516762
889	0.5966484384
890	0.5965440756
891	0.5964144665
892	0.5962976498
893	0.5961965887
894	0.5960885371
895	0.595984379
896	0.5958920643
897	0.5958015319
898	0.5956994598
899	0.5955844948
900	0.5954900773
901	0.5953921267
902	0.5952927081
903	0.5951969469
904	0.5951009802
905	0.5950075932
906	0.5949040506
907	0.5948085949
908	0.594709173
909	0.5946232033
910	0.5945296255
911	0.5944341283
912	0.5943427971
913	0.5942523776
914	0.5941437539
915	0.594050886
916	0.5939557806
917	0.5938337414
918	0.5937383904
919	0.5936230212
920	0.5935121617
921	0.5934211551
922	0.5933127419
923	0.5932316731
924	0.5931327583
925	0.5930072332
926	0.5929186321
927	0.5928254836
928	0.592723776
929	0.5926327411
930	0.5925147242
931	0.5924300646
932	0.5923395841
933	0.5922491591
934	0.5921627235
935	0.5920686847
936	0.5919841232
937	0.591900018
938	0.5918094969
939	0.5917371954
940	0.591655718
941	0.5915360428
942	0.5914538109
943	0.591376433
944	0.5912902984
945	0.5911794371
946	0.5910750836
947	0.5909712437
948	0.5908861355
949	0.5907928628
950	0.5907017353
951	0.5906271454
952	0.5905412469
953	0.5904281774
954	0.5903352084
955	0.5902555863
956	0.5901814523
957	0.5900760399
958	0.5899832144
959	0.589900795
960	0.5898096671
961	0.5897405016
962	0.5896657769
963	0.5895617161
964	0.5894853966
965	0.5894052311
966	0.5893077852
967	0.5892270087
968	0.5891270726
969	0.5890199425
970	0.5889150364
971	0.5888334848
972	0.5887324978
973	0.5886583448
974	0.5885940918
975	0.5885105744
976	0.5884383074
977	0.5883496634
978	0.5882726865
979	0.5881977247
980	0.5881203005
981	0.5880412196
982	0.587971721
983	0.5878805034
984	0.5878019441
985	0.587728498
986	0.5876465819
987	0.5875810072
988	0.5875017706
989	0.5874106972
990	0.5873347621
991	0.5872660774
992	0.5871738221
993	0.5871101054
994	0.5870304922
995	0.586954583
996	0.586884023
997	0.586808846
998	0.5867404495
999	0.5866684039
1000	0.5865904882
1001	0.5865240812
1002	0.586459285
1003	0.5863895778
1004	0.586319943
1005	0.5862537937
1006	0.5861839721
1007	0.5861129557
1008	0.5860296624
1009	0.5859690879
1010	0.5858920196
1011	0.5858284593
1012	0.5857684449
1013	0.5856738543
1014	0.5855780592
1015	0.5855014564
1016	0.5854317903
1017	0.5853403141
1018	0.5852641398
1019	0.5851989855
1020	0.5851287638
1021	0.5850553424
1022	0.5849852406
1023	0.5849150381
1024	0.5848399808
1025	0.5847769997
1026	0.584712616
1027	0.5846282829
1028	0.5845680205
1029	0.5845048372
1030	0.5844320153
1031	0.5843627461
1032	0.5842963903
1033	0.5842346688
1034	0.5841527569
1035	0.5840860761
1036	0.5840249803
1037	0.5839562108
1038	0.5838964453
1039	0.5838138557
1040	0.5837552477
1041	0.5836959472
1042	0.583633755
1043	0.5835695961
1044	0.5834823095
1045	0.5834168874
1046	0.5833528439
1047	0.5832863439
1048	0.583231049
1049	0.5831611776
1050	0.5830968821
1051	0.583035808
1052	0.582973333
1053	0.5829198789
1054	0.5828452502
1055	0.5827813382
1056	0.58270811
1057	0.582647801
1058	0.582563703
1059	0.5824996095
1060	0.5824411325
1061	0.5823846737
1062	0.5823264432
1063	0.58226137
1064	0.5822025498
1065	0.582142341
1066	0.5820840173
1067	0.5820266571
1068	0.58194012
1069	0.5818853659
1070	0.5818293082
1071	0.581778025
1072	0.5817200561
1073	0.5816689307
1074	0.5816163095
1075	0.5815495528
1076	0.5814963226
1077	0.5814178914
1078	0.5813620696
1079	0.581309786
1080	0.5812531724
1081	0.5811993767
1082	0.5811449105
1083	0.5810960078
1084	0.5810362807
1085	0.5809734232
1086	0.5808993334
1087	0.580833532
1088	0.5807812974
1089	0.5807054765
1090	0.5806536299
1091	0.5805982575
1092	0.5805221982
1093	0.5804355593
1094	0.5803837633
1095	0.5803257297
1096	0.5802742036
1097	0.5802136247
1098	0.5801585053
1099	0.5800998366
1100	0.5800482266
1101	0.5799988124
1102	0.5799448871
1103	0.5798867465
1104	0.5798324831
1105	0.5797568128
1106	0.5797030313
1107	0.5796593451
1108	0.5795872153
1109	0.579534577
1110	0.5794824979
1111	0.5794240861
1112	0.5793552023
1113	0.5793104783
1114	0.5792475741
1115	0.5791713247
1116	0.5791252455
1117	0.5790611954
1118	0.5790109928
1119	0.5789598004
1120	0.5789037773
1121	0.5788288808
1122	0.5787595323
1123	0.5787128032
1124	0.5786595322
1125	0.578586489
1126	0.5785198168
1127	0.5784681954
1128	0.5784017913
1129	0.5783534585
1130	0.5783047307
1131	0.5782560768
1132	0.5782104456
1133	0.5781419735
1134	0.5780906112
1135	0.578023565
1136	0.5779766822
1137	0.5779081503
1138	0.5778513186
1139	0.5777804935
1140	0.5777290824
1141	0.5776810471
1142	0.5776308064
1143	0.577585425
1144	0.5775356964
1145	0.5774856914
1146	0.5774166339
1147	0.5773759662
1148	0.5773280097
1149	0.5772744954
1150	0.5772103572
1151	0.5771630047
1152	0.5771139328
1153	0.5770767058
1154	0.5770177551
1155	0.5769709206
1156	0.5769232712
1157	0.5768670135
1158	0.5768000564
1159	0.5767407837
1160	0.5766973018
1161	0.5766557641
1162	0.5765883217
1163	0.5765355874
1164	0.5764898605
1165	0.5764304246
1166	0.5763881325
1167	0.5763405051
1168	0.5762966857
1169	0.5762517987
1170	0.5762058796
1171	0.5761331698
1172	0.5760878282
1173	0.5760216866
1174	0.5759812703
1175	0.5759221552
1176	0.5758799719
1177	0.5758317187
1178	0.5757883702
1179	0.5757396654
1180	0.5756803307
1181	0.5756309695
1182	0.5755880663
1183	0.575542437
1184	0.5754851689
1185	0.5754526214
1186	0.5753956712
1187	0.5753467981
1188	0.5753009453
1189	0.5752486409
1190	0.5751958881
1191	0.5751568385
1192	0.5751069757
1193	0.5750529446
1194	0.5749852438
1195	0.574938619
1196	0.5748892503
1197	0.5748359775
1198	0.5747850864
1199	0.5747218141
1200	0.5746805848
1201	0.5746345902
1202	0.5745852275
1203	0.5745302771
1204	0.5744832446
1205	0.5744380154
1206	0.5743712174
1207	0.5743257975
1208	0.5742715456
1209	0.574236244
1210	0.5741962851
1211	0.5741367339
1212	0.5740953065
1213	0.5740361329
1214	0.573988923
1215	0.5739468085
1216	0.5739008429
1217	0.5738516819
1218	0.5738112177
1219	0.5737698081
1220	0.5737324079
1221	0.5736911621
1222	0.5736535566
1223	0.5736171481
1224	0.5735657901
1225	0.5735143192
1226	0.5734576534
1227	0.5734066662
1228	0.573372546
1229	0.5733137102
1230	0.573273755
1231	0.5732213532
1232	0.5731857972
1233	0.5731465566
1234	0.5730919462
1235	0.5730501982
1236	0.5730149432
1237	0.572972534
1238	0.5729264059
1239	0.5728791588
1240	0.5728481072
1241	0.5728124899
1242	0.5727735682
1243	0.5727153132
1244	0.5726555141
1245	0.5726065739
1246	0.5725699598
1247	0.5725286211
1248	0.572471508
1249	0.5724408258
1250	0.57239755
1251	0.5723458893
1252	0.5723091169
1253	0.572252824
1254	0.5721935575
1255	0.5721411123
1256	0.5721062274
1257	0.5720565793
1258	0.5720171179
1259	0.5719810905
1260	0.5719259452
1261	0.5718955525
1262	0.5718603602
1263	0.5718259006
1264	0.5717901114
1265	0.5717566019
1266	0.5717147236
1267	0.5716802827
1268	0.5716411912
1269	0.571601231
1270	0.5715620718
1271	0.5715358904
1272	0.5714993672
1273	0.5714461745
1274	0.5714129469
1275	0.5713594256
1276	0.5713204692
1277	0.5712837265
1278	0.571234082
1279	0.5711926197
1280	0.5711591737
1281	0.571117298
1282	0.5710796513
1283	0.5710403773
1284	0.5709959732
1285	0.5709576787
1286	0.5709110026
1287	0.5708803749
1288	0.5708463415
1289	0.5707937059
1290	0.5707542606
1291	0.570711425
1292	0.5706817264
1293	0.5706498869
1294	0.5706198212
1295	0.5705895993
1296	0.570539816
1297	0.5704895417
1298	0.5704393986
1299	0.5704005737
1300	0.5703704812
1301	0.5703333909
1302	0.5702984839
1303	0.5702570379
1304	0.5702297258
1305	0.5701897408
1306	0.5701548879
1307	0.5701118856
1308	0.5700791385
1309	0.5700466096
1310	0.5700157726
1311	0.5699808165
1312	0.5699540654
1313	0.5699194912
1314	0.5698771052
1315	0.5698451764
1316	0.5698036904
1317	0.569764108
1318	0.5697172495
1319	0.5696654724
1320	0.5696339807
1321	0.5695982976
1322	0.5695587994
1323	0.5695235958
1324	0.5694890784
1325	0.5694581293
1326	0.5694166663
1327	0.569389609
1328	0.5693515056
1329	0.569320491
1330	0.5692903031
1331	0.569245141
1332	0.5692075925
1333	0.5691780663
1334	0.5691276784
1335	0.569080221
1336	0.5690457985
1337	0.5690001432
1338	0.5689712889
1339	0.5689363157
1340	0.5689059867
1341	0.5688586143
1342	0.5688235655
1343	0.5687732127
1344	0.5687217318
1345	0.568691298
1346	0.5686449162
1347	0.5686062667
1348	0.5685739362
1349	0.5685310167
1350	0.5684823366
1351	0.5684529875
1352	0.5684063904
1353	0.568376275
1354	0.5683476114
1355	0.5683185969
1356	0.5682894611
1357	0.5682400986
1358	0.568214699
1359	0.5681713677
1360	0.5681414263
1361	0.5680977728
1362	0.5680428628
1363	0.5680030998
1364	0.5679740131
1365	0.5679329126
1366	0.5678836704
1367	0.5678569371
1368	0.567830873
1369	0.5677886089
1370	0.5677626679
1371	0.5677344313
1372	0.5676964793
1373	0.5676673465
1374	0.5676374124
1375	0.5676018028
1376	0.5675624272
1377	0.5675393545
1378	0.5675105873
1379	0.5674606218
1380	0.5674220885
1381	0.5673928841
1382	0.5673614361
1383	0.5673162065
1384	0.5672877406
1385	0.5672509682
1386	0.567204956
1387	0.5671627106
1388	0.5671378623
1389	0.5670955978
1390	0.5670593008
1391	0.5670335914
1392	0.5669900805
1393	0.5669641032
1394	0.5669381575
1395	0.5669129159
1396	0.5668714344
1397	0.5668403141
1398	0.5668087936
1399	0.5667868804
1400	0.5667364516
1401	0.5667044505
1402	0.5666719316
1403	0.5666409506
1404	0.5666205105
1405	0.566587504
1406	0.5665517269
1407	0.5665131889
1408	0.566478847
1409	0.5664462113
1410	0.5664061449
1411	0.5663618222
1412	0.5663305184
1413	0.5662980903
1414	0.5662737782
1415	0.5662400796
1416	0.5662144882
1417	0.5661911994
1418	0.5661634667
1419	0.5661279019
1420	0.5660863598
1421	0.5660534189
1422	0.5660311194
1423	0.5660021938
1424	0.5659742321
1425	0.56593706
1426	0.5659123639
1427	0.5658726791
1428	0.5658415984
1429	0.5658197688
1430	0.5657881954
1431	0.5657581213
1432	0.5657176005
1433	0.5656854309
1434	0.5656614235
1435	0.5656334721
1436	0.565600984
1437	0.5655692037
1438	0.5655371503
1439	0.5655131338
1440	0.5654746729
1441	0.5654503714
1442	0.5654139566
1443	0.5653878013
1444	0.5653654007
1445	0.5653317307
1446	0.5653068603
1447	0.5652626556
1448	0.5652352596
1449	0.5652083797
1450	0.5651677596
1451	0.5651382693
1452	0.5651132207
1453	0.5650774525
1454	0.5650559736
1455	0.5650274303
1456	0.5649921868
1457	0.5649703097
1458	0.5649436081
1459	0.5649080202
1460	0.564882133
1461	0.5648504217
1462	0.564819961
1463	0.5647948155
1464	0.5647594371
1465	0.5647137432
1466	0.564681914
1467	0.5646610834
1468	0.5646273484
1469	0.5646040405
1470	0.5645795022
1471	0.5645496686
1472	0.5645279454
1473	0.5645018915
1474	0.5644851627
1475	0.5644485424
1476	0.5644189751
1477	0.5643995601
1478	0.5643703383
1479	0.5643466694
1480	0.5642999153
1481	0.5642580576
1482	0.5642324403
1483	0.5642024975
1484	0.5641677077
1485	0.5641281418
1486	0.5640984019
1487	0.5640714611
1488	0.5640387894
1489	0.5640125848
1490	0.5639768213
1491	0.5639471943
1492	0.5639219637
1493	0.5638816294
1494	0.5638583945
1495	0.5638249216
1496	0.5638051112
1497	0.5637799666
1498	0.5637561505
1499	0.5637299366
1500	0.5636905727
1501	0.5636620666
1502	0.5636236162
1503	0.5635960246
1504	0.5635744696
1505	0.5635512816
1506	0.5635198302
1507	0.5634970713
1508	0.5634748655
1509	0.5634349779
1510	0.5634113521
1511	0.56338969
1512	0.5633605674
1513	0.5633337212
1514	0.5632997249
1515	0.5632797667
1516	0.5632500209
1517	0.5632313729
1518	0.5632084017
1519	0.5631862368
1520	0.5631592579
1521	0.5631234849
1522	0.563098316
1523	0.5630766121
1524	0.5630540118
1525	0.5630317334
1526	0.5629982887
1527	0.5629822578
1528	0.5629654782
