iter	RMSE
254	0.2340389657
255	0.2338684775
256	0.2337911997
257	0.2334472562
258	0.2330589107
259	0.2328701295
260	0.2325701251
261	0.2324292193
262	0.2322352334
263	0.2318798844
264	0.2315548805
265	0.231221989
266	0.2309280194
267	0.2306635239
268	0.2304773361
269	0.230357749
270	0.2301389893
271	0.2299182575
272	0.2297432797
273	0.2295524803
274	0.229343858
275	0.229047933
276	0.2288391115
277	0.2286673373
278	0.2285316869
279	0.2283677415
280	0.228147147
281	0.2279760773
282	0.2278333947
283	0.2276144052
284	0.227367506
285	0.2271566518
286	0.2269680875
287	0.2268634885
288	0.2267545307
289	0.2265395822
290	0.2263679931
291	0.2262715693
292	0.2260835296
293	0.2259481875
294	0.2257669373
295	0.2256209861
296	0.2254320179
297	0.2252654059
298	0.2251037634
299	0.2249329892
300	0.2247890613
301	0.2246764013
302	0.2245859132
303	0.2244212682
304	0.2241928506
305	0.2240602081
306	0.2239699595
307	0.2238358724
308	0.2236670664
309	0.2234976228
310	0.2232338787
311	0.2231021678
312	0.2230312263
313	0.2229062176
314	0.2226854109
315	0.2224638567
316	0.2222122196
317	0.2219205379
318	0.221820125
319	0.2216376039
320	0.2215624631
321	0.2213304587
322	0.2211340478
323	0.2208732233
324	0.2206790917
325	0.2205557554
326	0.2203566091
327	0.2202505562
328	0.2201370808
329	0.2199762439
330	0.219867915
331	0.2196341048
332	0.2193776455
333	0.2192627843
334	0.2191389673
335	0.2190032784
336	0.2188491318
337	0.218618788
338	0.2184250862
339	0.2182348458
340	0.2179929345
341	0.2178423679
342	0.2177273602
343	0.2175808626
344	0.2174574594
345	0.2173221222
346	0.2172166306
347	0.2169025758
348	0.2167135852
349	0.2166242143
350	0.2164922676
351	0.2163904314
352	0.2161881795
353	0.2160224642
354	0.2158858094
355	0.2156346753
356	0.2154636999
357	0.2153181287
358	0.2151322872
359	0.2149340603
360	0.2147828066
361	0.2145801634
362	0.2144659105
363	0.2142846079
364	0.2141827899
365	0.2140040803
366	0.2137932992
367	0.2137038487
368	0.2134867589
369	0.2132685922
370	0.2131455381
371	0.2130249349
372	0.2129298021
373	0.2128357439
374	0.2127030971
375	0.2126025252
376	0.2123934449
377	0.2121835072
378	0.2120418743
379	0.2119535228
380	0.2118559754
381	0.2116720874
382	0.2115959301
383	0.2114327778
384	0.2112909509
385	0.2111734844
386	0.211050751
387	0.2109055018
388	0.2108135729
389	0.2107011899
390	0.2105786485
391	0.2104222694
392	0.2102845989
393	0.2101914621
394	0.209970419
395	0.2098240633
396	0.2097352848
397	0.2096626137
398	0.209549894
399	0.2093644155
400	0.2092426773
401	0.2091338183
402	0.2089407797
403	0.2088049193
404	0.2086492225
405	0.2084623325
406	0.20832304
407	0.2082118924
408	0.2080668721
409	0.2079146581
410	0.2077551661
411	0.2075974935
412	0.2074625521
413	0.2073065404
414	0.2072053626
415	0.2070658706
416	0.2069822432
417	0.2067778918
418	0.2066719913
419	0.206492386
420	0.2064060286
421	0.2063048123
422	0.2061027539
423	0.2059330471
424	0.2058258194
425	0.2056588788
426	0.2054293306
427	0.2053122847
428	0.2052001821
429	0.2050382524
430	0.204905464
431	0.2048110124
432	0.204654613
433	0.2045792898
434	0.2044263977
435	0.2043168027
436	0.2041633997
437	0.2040999358
438	0.2038204458
439	0.2037121603
440	0.2036017716
441	0.2035272914
442	0.2034124484
443	0.2032428514
444	0.20313382
445	0.2030568482
446	0.2029816938
447	0.2029066449
448	0.2027821808
449	0.2026968773
