iter	RMSE
225	0.5393434221
226	0.5392388721
227	0.5391054963
228	0.53886635
229	0.538749723
230	0.5386228224
231	0.5385381947
232	0.5383770081
233	0.5381801979
234	0.5380520639
235	0.5379498851
236	0.5378304392
237	0.5376789205
238	0.5374955408
239	0.5373623647
240	0.5372105127
241	0.5370865926
242	0.5369901747
243	0.5368834409
244	0.5367645807
245	0.536659269
246	0.5365831849
247	0.5363225922
248	0.5362146929
249	0.5361133539
250	0.5359752014
251	0.5358699581
252	0.5357467151
253	0.5356208157
254	0.5354928874
255	0.535270702
256	0.5351701448
257	0.5350567326
258	0.5349727467
259	0.53485403
260	0.5347513271
261	0.5345523563
262	0.5344784459
263	0.5343764607
264	0.5342908046
265	0.5341858848
266	0.534043612
267	0.5339186289
268	0.533773387
269	0.5336352307
270	0.5335457944
271	0.5333633155
272	0.5331953163
273	0.5330655249
274	0.5329698625
275	0.5328400828
276	0.532733002
277	0.5325643369
278	0.532444583
279	0.5323311252
280	0.5322184349
281	0.532119173
282	0.532036288
283	0.5319413523
284	0.5318115373
285	0.5317368235
286	0.531638498
287	0.531506543
288	0.531441345
289	0.5313369473
290	0.5311692214
291	0.5310296448
292	0.5309456704
293	0.5308268976
294	0.5307058051
295	0.5306365423
296	0.5305387687
297	0.5303887713
298	0.5302534486
299	0.5301246481
300	0.530042701
301	0.5299157638
302	0.5298553398
303	0.529746184
304	0.529633016
305	0.5295139933
306	0.5293760866
307	0.5292753732
308	0.5292029291
309	0.5290684836
310	0.5289392513
311	0.5288429395
312	0.5287236417
313	0.5286389824
314	0.5285719455
315	0.5284323829
316	0.5283203416
317	0.5282002187
318	0.5281314288
319	0.5280350068
320	0.5279548033
321	0.5278374527
322	0.5277148303
323	0.5275630664
324	0.5274018014
325	0.527312003
326	0.5272032894
327	0.5270878446
328	0.5269743821
329	0.5268731324
330	0.5267617534
331	0.5266440387
332	0.5265509324
333	0.5264272456
334	0.5263369769
335	0.5262412681
336	0.5261400365
337	0.5260520571
338	0.5259802032
339	0.5258877391
340	0.5257997201
341	0.5257275431
342	0.5256121576
343	0.5255222541
344	0.5254574455
345	0.5253859156
346	0.5252971395
347	0.5252106691
348	0.525079879
349	0.5249989304
350	0.5249130988
351	0.5248041273
352	0.5247310616
353	0.5246307976
354	0.5245078694
355	0.5244477074
356	0.5243658377
357	0.5242747973
358	0.5242168097
359	0.5240911004
360	0.5240168098
361	0.5239366631
362	0.5238514646
363	0.5238020094
364	0.5237354378
365	0.5236641988
366	0.5235901609
367	0.523509214
368	0.5234058766
369	0.5233161322
370	0.5232454107
371	0.5231757429
372	0.523110699
373	0.5230301727
374	0.5229495754
375	0.5228136162
376	0.5227012037
377	0.5226113385
378	0.5225189939
379	0.5224366948
380	0.5223598793
381	0.5222901987
382	0.5221935666
383	0.5221322855
384	0.5220488658
385	0.5219782896
386	0.5218395848
387	0.5217112591
388	0.5216134393
389	0.5215106893
390	0.5214648975
391	0.5213688448
392	0.5212944103
393	0.5212423212
394	0.5211382485
395	0.5210294171
396	0.5209143097
397	0.5208554376
398	0.520770678
399	0.5206855886
400	0.5206290923
401	0.5205687453
402	0.5204875064
403	0.5204084186
404	0.5203381661
405	0.5202155749
406	0.5201462937
407	0.5200159952
408	0.5199493199
409	0.5198851294
410	0.5198306132
411	0.5197615899
412	0.5196274392
413	0.5195572612
414	0.5194587741
415	0.5193631129
416	0.5192764977
417	0.5192143324
418	0.5190681831
419	0.5189422953
420	0.5188771004
421	0.5188453165
422	0.5187551995
423	0.5186768999
424	0.5185733765
425	0.518529511
426	0.5184505816
427	0.5183985152
428	0.5183340867
429	0.5182580413
430	0.5181920193
431	0.518106356
432	0.5180073374
433	0.5178991449
434	0.5177955817
435	0.5177263916
436	0.5176297818
437	0.5175736255
438	0.5174987623
439	0.5174177911
440	0.5173901213
441	0.5172895464
442	0.5172295816
443	0.5171454867
444	0.5170358188
445	0.5169576552
446	0.5168710479
447	0.516785948
448	0.5167022423
449	0.5166411451
450	0.5165654229
451	0.5164868064
452	0.5164325916
453	0.5163509313
454	0.5162959089
455	0.5162238431
456	0.5161555305
457	0.5160637757
458	0.5159548158
459	0.515870275
460	0.515812074
461	0.515738345
462	0.5156669907
463	0.5155871295
464	0.5155106228
465	0.515416579
466	0.5153638552
467	0.5152854072
468	0.5152110164
469	0.5151544757
470	0.51509345
471	0.5150141136
472	0.5149365818
473	0.5148842407
474	0.5148209934
475	0.5147593632
476	0.5146964808
477	0.5146495699
478	0.5146011406
479	0.514533874
480	0.5144767404
481	0.5144067961
482	0.5143189566
483	0.5142511386
484	0.5141836121
485	0.5141184718
486	0.5140473047
487	0.5139771023
488	0.5139036287
489	0.5138258069
490	0.5137307676
491	0.5136369133
492	0.5135689682
493	0.5134781297
494	0.5133964135
495	0.5133620808
496	0.5132881363
497	0.5132259157
498	0.5131519015
499	0.5130848137
