number,value,datetime_start,datetime_complete,duration,params_attention_dropout,params_attention_heads,params_batch_size,params_embedding_size,params_ff_dropout,params_learning_rate,params_transformer_depth,state
17,inf,2025-10-16 21:36:53.232908,2025-10-16 21:36:53.235462,0 days 00:00:00.002554,0.21175395895145216,16,256,64,0.40451382620774556,0.0002686413692259199,7,COMPLETE
18,inf,2025-10-16 21:36:53.235857,2025-10-16 21:36:53.237849,0 days 00:00:00.001992,0.0959545349455076,8,512,16,0.34417503277404266,0.003683221033751272,5,COMPLETE
19,inf,2025-10-16 21:36:53.238117,2025-10-16 21:36:53.240065,0 days 00:00:00.001948,0.29151903605683394,16,64,128,0.27211182407588447,0.006528820122315424,6,COMPLETE
20,inf,2025-10-16 21:36:53.240331,2025-10-16 21:36:53.242639,0 days 00:00:00.002308,0.28411093724506986,16,256,128,0.17520539626642417,0.0014325339302847491,3,COMPLETE
21,inf,2025-10-16 21:36:53.242989,2025-10-16 21:36:53.245293,0 days 00:00:00.002304,0.21182459308626092,4,128,128,0.3694310080448984,0.0017899776056866405,5,COMPLETE
22,inf,2025-10-16 21:36:53.245565,2025-10-16 21:36:53.247471,0 days 00:00:00.001906,0.20032958167470433,4,128,128,0.41948133748800853,0.002272017854419276,5,COMPLETE
23,inf,2025-10-16 21:36:53.247718,2025-10-16 21:36:53.250005,0 days 00:00:00.002287,0.2484765212978853,4,128,128,0.44294775360764527,0.0008027560934442903,4,COMPLETE
24,inf,2025-10-16 21:36:53.250301,2025-10-16 21:36:53.252264,0 days 00:00:00.001963,0.10422783167099041,4,256,128,0.37075818192486143,0.0049842056111634135,6,COMPLETE
25,inf,2025-10-16 21:36:53.252527,2025-10-16 21:36:53.254477,0 days 00:00:00.001950,0.3089700574245959,4,128,16,0.31444690760235194,0.00031904187315689726,5,COMPLETE
26,inf,2025-10-16 21:36:53.254718,2025-10-16 21:36:53.256637,0 days 00:00:00.001919,0.3714498474121588,8,64,32,0.05966398500211645,0.009904926394984373,7,COMPLETE
27,inf,2025-10-16 21:36:53.256885,2025-10-16 21:36:53.258948,0 days 00:00:00.002063,0.1894321421973288,2,512,64,0.3687288032150877,0.0012095694739908318,3,COMPLETE
28,inf,2025-10-16 21:36:53.259216,2025-10-16 21:36:53.261329,0 days 00:00:00.002113,0.25222987779366224,16,256,128,0.28746092052014116,0.0028901312216016686,6,COMPLETE
29,inf,2025-10-16 21:36:53.261580,2025-10-16 21:36:53.263470,0 days 00:00:00.001890,0.10704499070667536,2,64,32,0.20908748777830308,0.002327928208757988,5,COMPLETE
30,inf,2025-10-16 21:36:53.263693,2025-10-16 21:36:53.265923,0 days 00:00:00.002230,0.14203225392057686,4,128,16,0.3375501926965851,0.005297765567734614,4,COMPLETE
31,inf,2025-10-16 21:36:53.266306,2025-10-16 21:36:53.268531,0 days 00:00:00.002225,0.14362268237224968,2,64,32,0.21139395704725117,0.00013850453311238457,3,COMPLETE
32,inf,2025-10-16 21:36:53.268821,2025-10-16 21:36:53.270791,0 days 00:00:00.001970,0.23516836368511385,2,64,32,0.2362842642011528,0.002716461808838563,3,COMPLETE
33,inf,2025-10-16 21:36:53.271042,2025-10-16 21:36:53.273112,0 days 00:00:00.002070,0.17882658840173174,2,64,32,0.4518935871966766,0.0005381389290938928,2,COMPLETE
34,inf,2025-10-16 21:36:53.273362,2025-10-16 21:36:53.275688,0 days 00:00:00.002326,0.2537505123550806,8,128,128,0.11861227208446196,0.001188542059323989,6,COMPLETE
35,inf,2025-10-16 21:36:53.276029,2025-10-16 21:36:53.278118,0 days 00:00:00.002089,0.07304036076773068,4,64,16,0.38674998405692784,0.0018092749152967102,2,COMPLETE
36,inf,2025-10-16 21:36:53.278402,2025-10-16 21:36:53.280290,0 days 00:00:00.001888,0.32720556576612225,2,128,32,0.22665939826740789,0.00016087511131617394,7,COMPLETE
37,inf,2025-10-16 21:36:53.280513,2025-10-16 21:36:53.282919,0 days 00:00:00.002406,0.1245568739204217,8,512,64,0.26243248482763515,0.005568761223523604,5,COMPLETE
38,inf,2025-10-16 21:36:53.283250,2025-10-16 21:36:53.285493,0 days 00:00:00.002243,0.02811023882807881,16,256,16,0.4984301240998259,0.0006983028045033858,4,COMPLETE
39,inf,2025-10-16 21:36:53.285768,2025-10-16 21:36:53.287834,0 days 00:00:00.002066,0.3622951709755484,2,64,128,0.4048387098590418,0.0034108524918230066,8,COMPLETE
40,inf,2025-10-16 21:36:53.288094,2025-10-16 21:36:53.290550,0 days 00:00:00.002456,0.1677180998890731,16,256,32,0.33757531506577965,4.266461270648577e-05,6,COMPLETE
41,inf,2025-10-16 21:36:53.290839,2025-10-16 21:36:53.292842,0 days 00:00:00.002003,0.3916191456582514,4,128,128,0.17865193148896935,6.356944166333915e-05,7,COMPLETE
42,inf,2025-10-16 21:36:53.293085,2025-10-16 21:36:53.295424,0 days 00:00:00.002339,0.3342342314879747,4,128,128,0.2850564140072054,2.87333336996439e-05,7,COMPLETE
43,inf,2025-10-16 21:36:53.295730,2025-10-16 21:36:53.297749,0 days 00:00:00.002019,0.2300723869316429,4,128,128,0.18291927043012693,1.4977588791650963e-05,6,COMPLETE
44,inf,2025-10-16 21:36:53.298055,2025-10-16 21:36:53.300615,0 days 00:00:00.002560,0.27873305962068423,4,128,16,0.12067138014064727,0.00010195384655049553,8,COMPLETE
45,inf,2025-10-16 21:36:53.300924,2025-10-16 21:36:53.303062,0 days 00:00:00.002138,0.3088273305882446,16,256,128,0.46814461911907346,0.00736560810818227,7,COMPLETE
46,inf,2025-10-16 21:36:53.303322,2025-10-16 21:36:53.305413,0 days 00:00:00.002091,0.26260761445231406,16,512,64,0.2472724449654461,0.00037202082734165583,6,COMPLETE
47,inf,2025-10-16 21:36:53.305646,2025-10-16 21:36:53.307974,0 days 00:00:00.002328,0.45507822983879964,4,256,128,0.42711718046954805,0.0009658939968224889,4,COMPLETE
48,inf,2025-10-16 21:36:53.308347,2025-10-16 21:36:53.310588,0 days 00:00:00.002241,0.22194702830807955,16,256,16,0.3047567592263178,0.0020374402836614357,5,COMPLETE
49,inf,2025-10-16 21:36:53.310860,2025-10-16 21:36:53.312958,0 days 00:00:00.002098,0.3480091341259153,2,128,128,0.15218213106622033,0.00024417979663649453,3,COMPLETE
50,inf,2025-10-16 21:36:53.313214,2025-10-16 21:36:53.315467,0 days 00:00:00.002253,0.41699562890255415,16,256,128,0.2036212837250801,0.004331021374792479,6,COMPLETE
51,inf,2025-10-16 21:36:53.315717,2025-10-16 21:36:53.318274,0 days 00:00:00.002557,0.19407848054715496,8,128,16,0.4500433372698736,0.00010170672465999171,2,COMPLETE
52,inf,2025-10-16 21:36:53.318514,2025-10-16 21:36:53.321115,0 days 00:00:00.002601,0.14814558577097595,8,128,16,0.3903226982014421,7.214002552655698e-05,2,COMPLETE
53,inf,2025-10-16 21:36:53.321355,2025-10-16 21:36:53.323489,0 days 00:00:00.002134,0.3020138586128525,8,128,16,0.4742291184520202,0.00018720240775103785,2,COMPLETE
54,inf,2025-10-16 21:36:53.323755,2025-10-16 21:36:53.326429,0 days 00:00:00.002674,0.2793688974897733,8,128,16,0.3544399985803029,0.001544115961159341,4,COMPLETE
55,inf,2025-10-16 21:36:53.326696,2025-10-16 21:36:53.328861,0 days 00:00:00.002165,0.17209754129028068,4,256,16,0.41629409661663064,0.0004524389922707536,3,COMPLETE
56,inf,2025-10-16 21:36:53.329089,2025-10-16 21:36:53.331385,0 days 00:00:00.002296,0.20866428422790198,16,512,64,0.4344145187080801,0.003993797304933393,5,COMPLETE
57,inf,2025-10-16 21:36:53.331632,2025-10-16 21:36:53.334318,0 days 00:00:00.002686,0.32000758041314153,8,64,128,0.4614357874279744,0.007146423731828359,7,COMPLETE
58,inf,2025-10-16 21:36:53.334624,2025-10-16 21:36:53.336862,0 days 00:00:00.002238,0.27053490270105424,4,128,32,0.32132363951591114,4.4393645179619304e-05,5,COMPLETE
59,inf,2025-10-16 21:36:53.337117,2025-10-16 21:36:53.339239,0 days 00:00:00.002122,0.0770526985889843,16,256,128,0.4987409174617228,0.00011041208176142734,3,COMPLETE
60,inf,2025-10-16 21:36:53.339485,2025-10-16 21:36:53.342056,0 days 00:00:00.002571,0.38331559481375116,2,128,16,0.378844831608662,0.0028072204749140434,8,COMPLETE
61,inf,2025-10-16 21:36:53.342309,2025-10-16 21:36:53.344515,0 days 00:00:00.002206,0.3642803282888432,8,64,16,0.0676826531569451,0.00143751953587905,6,COMPLETE
62,inf,2025-10-16 21:36:53.344757,2025-10-16 21:36:53.346960,0 days 00:00:00.002203,0.2417222957764023,8,64,16,0.4064007906303934,0.0022716985662146,5,COMPLETE
63,inf,2025-10-16 21:36:53.347189,2025-10-16 21:36:53.351579,0 days 00:00:00.004390,0.29651101618044484,8,64,16,0.11498965332314783,0.00022764800349091182,6,COMPLETE
64,inf,2025-10-16 21:36:53.352459,2025-10-16 21:36:53.359946,0 days 00:00:00.007487,0.34411479940900624,8,64,32,0.14764567295222786,0.0009899502443218708,7,COMPLETE
65,inf,2025-10-16 21:36:53.360811,2025-10-16 21:36:53.365072,0 days 00:00:00.004261,0.12609525490867793,4,64,128,0.23163125504813006,0.005769848029695217,5,COMPLETE
66,inf,2025-10-16 21:36:53.366285,2025-10-16 21:36:53.370268,0 days 00:00:00.003983,0.21850311002157993,16,256,16,0.2709881163989578,0.0032285375575530906,2,COMPLETE
67,inf,2025-10-16 21:36:53.370682,2025-10-16 21:36:53.373215,0 days 00:00:00.002533,0.4164679892976443,2,128,32,0.089635448520346,0.0006796764955586573,6,COMPLETE
68,inf,2025-10-16 21:36:53.373640,2025-10-16 21:36:53.376139,0 days 00:00:00.002499,0.18559775317389976,8,64,128,0.35468307912675656,0.008987909709872453,4,COMPLETE
69,inf,2025-10-16 21:36:53.376454,2025-10-16 21:36:53.378899,0 days 00:00:00.002445,0.4546132693795343,4,512,16,0.16596249931276322,0.001877119701377525,3,COMPLETE
70,inf,2025-10-16 21:36:53.379175,2025-10-16 21:36:53.381437,0 days 00:00:00.002262,0.15623505784151137,16,256,64,0.2931650719038281,0.001282991008465696,6,COMPLETE
71,inf,2025-10-16 21:36:53.381954,2025-10-16 21:36:53.384334,0 days 00:00:00.002380,0.13138458710534484,4,512,64,0.3904011248453583,0.005023458358855806,7,COMPLETE
72,inf,2025-10-16 21:36:53.384590,2025-10-16 21:36:53.386884,0 days 00:00:00.002294,0.2023128954015916,4,512,64,0.19483629031994956,0.007395172781244596,6,COMPLETE
73,inf,2025-10-16 21:36:53.387126,2025-10-16 21:36:53.389392,0 days 00:00:00.002266,0.16615253566107957,4,512,64,0.4351267470847028,0.002647122214540158,5,COMPLETE
74,inf,2025-10-16 21:36:53.389684,2025-10-16 21:36:53.392310,0 days 00:00:00.002626,0.10776034883744066,4,128,128,0.008886084442240094,7.528570240371857e-05,8,COMPLETE
75,inf,2025-10-16 21:36:53.392676,2025-10-16 21:36:53.395023,0 days 00:00:00.002347,0.25209159674924875,2,512,64,0.3285048160640336,0.0036597324021365395,7,COMPLETE
76,inf,2025-10-16 21:36:53.395309,2025-10-16 21:36:53.397502,0 days 00:00:00.002193,0.22911334735989444,16,64,32,0.22258169785854154,0.004537429235042902,5,COMPLETE
77,inf,2025-10-16 21:36:53.397792,2025-10-16 21:36:53.400643,0 days 00:00:00.002851,0.31513091720623787,4,256,128,0.2560861485214433,0.0016565044492499173,4,COMPLETE
78,inf,2025-10-16 21:36:53.400954,2025-10-16 21:36:53.403366,0 days 00:00:00.002412,0.26465336719371035,2,128,16,0.41479883586518196,0.006374279629899042,6,COMPLETE
79,inf,2025-10-16 21:36:53.403684,2025-10-16 21:36:53.406158,0 days 00:00:00.002474,0.34024910147139764,8,128,128,0.4845989799248224,0.00014088559365117842,6,COMPLETE
80,inf,2025-10-16 21:36:53.406450,2025-10-16 21:36:53.408953,0 days 00:00:00.002503,0.35732016413451634,4,256,32,0.3708123372828649,0.0003177790799691394,7,COMPLETE
81,inf,2025-10-16 21:36:53.409217,2025-10-16 21:36:53.411620,0 days 00:00:00.002403,0.040813262306251034,2,128,16,0.3971072083851275,0.0009085589137745417,2,COMPLETE
82,inf,2025-10-16 21:36:53.411933,2025-10-16 21:36:53.414186,0 days 00:00:00.002253,0.06140239125047485,2,128,16,0.35358947732399,0.002192523666144143,2,COMPLETE
83,inf,2025-10-16 21:36:53.414436,2025-10-16 21:36:53.416996,0 days 00:00:00.002560,0.18466694793293506,2,128,16,0.24134733470688985,0.0011226242902099407,2,COMPLETE
84,inf,2025-10-16 21:36:53.417244,2025-10-16 21:36:53.419645,0 days 00:00:00.002401,0.38895053723595624,16,128,16,0.1928216640340042,0.0007778338015596417,2,COMPLETE
85,inf,2025-10-16 21:36:53.419874,2025-10-16 21:36:53.422302,0 days 00:00:00.002428,0.003767582130739044,2,64,16,0.44479336350773413,0.0005253719587832712,3,COMPLETE
86,inf,2025-10-16 21:36:53.422580,2025-10-16 21:36:53.425287,0 days 00:00:00.002707,0.19925557923833956,16,512,128,0.22022875458064914,0.0030727531805577355,5,COMPLETE
87,inf,2025-10-16 21:36:53.425556,2025-10-16 21:36:53.428114,0 days 00:00:00.002558,0.242360508718162,4,128,64,0.3084156048824288,0.0012953989140414136,6,COMPLETE
88,inf,2025-10-16 21:36:53.428385,2025-10-16 21:36:53.430658,0 days 00:00:00.002273,0.09232381397964753,8,256,16,0.13700668370870187,0.00997978158226822,2,COMPLETE
89,inf,2025-10-16 21:36:53.430937,2025-10-16 21:36:53.433520,0 days 00:00:00.002583,0.15257469325540612,2,128,128,0.45845067196676326,2.392335360170603e-05,5,COMPLETE
90,inf,2025-10-16 21:36:53.433792,2025-10-16 21:36:53.436199,0 days 00:00:00.002407,0.3276403501877937,4,64,32,0.42440739916254344,0.0025732600093454376,3,COMPLETE
91,inf,2025-10-16 21:36:53.436437,2025-10-16 21:36:53.438791,0 days 00:00:00.002354,0.2832683835087063,2,512,32,0.2695265982499485,4.653979880281307e-05,7,COMPLETE
92,inf,2025-10-16 21:36:53.439020,2025-10-16 21:36:53.441585,0 days 00:00:00.002565,0.44088222946958294,2,512,32,0.4364871502323444,2.4042471612178195e-05,8,COMPLETE
93,inf,2025-10-16 21:36:53.441865,2025-10-16 21:36:53.444437,0 days 00:00:00.002572,0.4741283302929285,2,512,32,0.47883944513466303,1.1081294287888933e-05,7,COMPLETE
94,inf,2025-10-16 21:36:53.444727,2025-10-16 21:36:53.447033,0 days 00:00:00.002306,0.49052888094678304,16,512,16,0.4885558845394665,0.0018245303536460573,7,COMPLETE
95,inf,2025-10-16 21:36:53.447381,2025-10-16 21:36:53.450196,0 days 00:00:00.002815,0.3750644505632563,2,256,32,0.4095057133845673,3.3410701198484896e-05,6,COMPLETE
96,inf,2025-10-16 21:36:53.450459,2025-10-16 21:36:53.453059,0 days 00:00:00.002600,0.39880212884225946,8,128,128,0.46131981139944933,0.00020110792963210414,4,COMPLETE
97,inf,2025-10-16 21:36:53.453373,2025-10-16 21:36:53.455751,0 days 00:00:00.002378,0.22264653854407504,2,64,16,0.16570246907744718,8.713577007435953e-05,7,COMPLETE
98,inf,2025-10-16 21:36:53.455997,2025-10-16 21:36:53.458642,0 days 00:00:00.002645,0.21244260489947298,4,256,128,0.3698295418288339,5.566182264148185e-05,6,COMPLETE
99,inf,2025-10-16 21:36:53.458900,2025-10-16 21:36:53.461268,0 days 00:00:00.002368,0.17057323641755517,16,128,64,0.4707814111948739,0.003818041577695127,2,COMPLETE
100,inf,2025-10-16 21:36:53.461508,2025-10-16 21:36:53.463918,0 days 00:00:00.002410,0.012508587257273388,8,512,32,0.379907661290905,0.008019633885428897,5,COMPLETE
101,inf,2025-10-16 21:36:53.464243,2025-10-16 21:36:53.467090,0 days 00:00:00.002847,0.049617888709185765,16,256,64,0.06047011811063279,0.0003785227401501566,3,COMPLETE
102,inf,2025-10-16 21:36:53.467387,2025-10-16 21:36:53.470157,0 days 00:00:00.002770,0.0162074017014359,16,256,64,0.08242991974309447,0.0006178940889497571,4,COMPLETE
103,inf,2025-10-16 21:36:53.470440,2025-10-16 21:36:53.472924,0 days 00:00:00.002484,0.035097982764275164,16,256,64,0.40057501701546727,0.0008119972957821382,4,COMPLETE
104,inf,2025-10-16 21:36:53.473200,2025-10-16 21:36:53.475841,0 days 00:00:00.002641,0.11289442207437032,16,256,64,0.041528186678943896,0.0014742147693313776,5,COMPLETE
105,inf,2025-10-16 21:36:53.476109,2025-10-16 21:36:53.478516,0 days 00:00:00.002407,0.09148213260513478,4,64,16,0.2932929023400663,0.00025277779330752566,6,COMPLETE
106,inf,2025-10-16 21:36:53.478752,2025-10-16 21:36:53.481290,0 days 00:00:00.002538,0.29638528858424,16,128,128,0.04163938591597594,0.00012879713170893883,3,COMPLETE
107,inf,2025-10-16 21:36:53.481807,2025-10-16 21:36:53.484343,0 days 00:00:00.002536,0.07023582413045094,8,256,16,0.10948763583960852,0.0064040743678828345,4,COMPLETE
108,inf,2025-10-16 21:36:53.484584,2025-10-16 21:36:53.487167,0 days 00:00:00.002583,0.1776921365038866,2,512,128,0.20387039368383655,0.0004714200261169786,5,COMPLETE
109,inf,2025-10-16 21:36:53.487446,2025-10-16 21:36:53.490149,0 days 00:00:00.002703,0.14021570117988874,4,128,64,0.007760787917574757,0.0020473841779699224,7,COMPLETE
110,inf,2025-10-16 21:36:53.490446,2025-10-16 21:36:53.493044,0 days 00:00:00.002598,0.25862737995444524,16,64,32,0.2577911516864676,0.0003797693173560939,5,COMPLETE
111,inf,2025-10-16 21:36:53.493308,2025-10-16 21:36:53.495762,0 days 00:00:00.002454,0.35191129758353507,16,256,128,0.3481529959988623,0.0056669287438872035,8,COMPLETE
112,inf,2025-10-16 21:36:53.496044,2025-10-16 21:36:53.498691,0 days 00:00:00.002647,0.3070411823947323,16,256,128,0.3353011850221782,0.008148732359231319,8,COMPLETE
113,inf,2025-10-16 21:36:53.498953,2025-10-16 21:36:53.501396,0 days 00:00:00.002443,0.2734873398308153,16,256,128,0.23978367049076849,0.0010437009848982758,8,COMPLETE
114,inf,2025-10-16 21:36:53.501629,2025-10-16 21:36:53.504050,0 days 00:00:00.002421,0.37459840212694695,16,256,128,0.32001124674505305,0.002430269954534586,6,COMPLETE
115,inf,2025-10-16 21:36:53.504337,2025-10-16 21:36:53.507200,0 days 00:00:00.002863,0.24351988967564925,8,256,16,0.28363058145450365,0.004725483708343833,2,COMPLETE
116,inf,2025-10-16 21:36:53.507531,2025-10-16 21:36:53.510218,0 days 00:00:00.002687,0.3217526539871724,4,128,128,0.385638719499565,1.6708484444149123e-05,6,COMPLETE
117,inf,2025-10-16 21:36:53.510497,2025-10-16 21:36:53.512984,0 days 00:00:00.002487,0.18926086914204313,2,64,16,0.36166116970067885,0.008331287702595218,8,COMPLETE
118,inf,2025-10-16 21:36:53.513229,2025-10-16 21:36:53.516060,0 days 00:00:00.002831,0.33178267697764774,16,128,64,0.41874849075727144,0.001608742285972714,5,COMPLETE
119,inf,2025-10-16 21:36:53.516351,2025-10-16 21:36:53.518852,0 days 00:00:00.002501,0.28722765699370834,4,512,128,0.44725435280763604,0.0033597863313178655,2,COMPLETE
120,inf,2025-10-16 21:36:53.519080,2025-10-16 21:36:53.521563,0 days 00:00:00.002483,0.23235041296635414,8,256,32,0.24845275994479826,0.0011814562121471536,6,COMPLETE
121,inf,2025-10-16 21:36:53.521823,2025-10-16 21:36:53.524796,0 days 00:00:00.002973,0.4228711789882694,16,256,16,0.34484545955877366,0.00429822515702875,5,COMPLETE
122,inf,2025-10-16 21:36:53.525060,2025-10-16 21:36:53.527638,0 days 00:00:00.002578,0.4548803902097687,16,256,16,0.33536219211751717,0.00028416420385825146,5,COMPLETE
123,inf,2025-10-16 21:36:53.527893,2025-10-16 21:36:53.530508,0 days 00:00:00.002615,0.44150046955510225,16,256,16,0.28053570869506866,0.0053419013526707125,5,COMPLETE
124,inf,2025-10-16 21:36:53.530739,2025-10-16 21:36:53.533643,0 days 00:00:00.002904,0.20458189299881138,2,256,16,0.36089758098885316,0.006434949043964784,6,COMPLETE
125,inf,2025-10-16 21:36:53.533912,2025-10-16 21:36:53.536484,0 days 00:00:00.002572,0.4692490834720153,16,128,16,0.37461985599766734,0.002009387461808753,4,COMPLETE
126,inf,2025-10-16 21:36:53.536718,2025-10-16 21:36:53.539258,0 days 00:00:00.002540,0.34002213153604843,4,64,16,0.3263976653337793,0.002780600207173915,7,COMPLETE
127,inf,2025-10-16 21:36:53.539494,2025-10-16 21:36:53.542211,0 days 00:00:00.002717,0.4083635428813284,16,512,128,0.30364330345304325,0.00018430965479039092,3,COMPLETE
128,inf,2025-10-16 21:36:53.542450,2025-10-16 21:36:53.545118,0 days 00:00:00.002668,0.368291451134315,2,256,32,0.3989498198890305,0.009422496945548964,5,COMPLETE
129,inf,2025-10-16 21:36:53.545368,2025-10-16 21:36:53.548103,0 days 00:00:00.002735,0.16159338892931238,8,128,16,0.21659773009443128,0.00406060643954351,7,COMPLETE
130,inf,2025-10-16 21:36:53.548358,2025-10-16 21:36:53.550979,0 days 00:00:00.002621,0.490943639352553,4,256,64,0.4885021431280227,0.007438477216563777,6,COMPLETE
131,inf,2025-10-16 21:36:53.551214,2025-10-16 21:36:53.553856,0 days 00:00:00.002642,0.14106881394985937,16,256,128,0.43597361758741,0.0005777291560727082,4,COMPLETE
132,inf,2025-10-16 21:36:53.554080,2025-10-16 21:36:53.557101,0 days 00:00:00.003021,0.12008325122361035,16,256,128,0.4280311848359985,0.00048358530915733783,5,COMPLETE
133,inf,2025-10-16 21:36:53.557379,2025-10-16 21:36:53.560017,0 days 00:00:00.002638,0.4390354401250976,16,256,128,0.3917740328128056,0.0004052144822649126,3,COMPLETE
134,inf,2025-10-16 21:36:53.560255,2025-10-16 21:36:53.562889,0 days 00:00:00.002634,2.2463337307476565e-05,16,128,128,0.19118608193602762,0.0008877262638939475,2,COMPLETE
135,inf,2025-10-16 21:36:53.563168,2025-10-16 21:36:53.565988,0 days 00:00:00.002820,0.213576334454171,2,256,128,0.4552319958329156,0.0006292415099274188,4,COMPLETE
136,inf,2025-10-16 21:36:53.566265,2025-10-16 21:36:53.568896,0 days 00:00:00.002631,0.024560350930188764,16,64,16,0.31239215274506926,0.0007004423176408997,5,COMPLETE
137,inf,2025-10-16 21:36:53.569156,2025-10-16 21:36:53.571788,0 days 00:00:00.002632,0.05369889673215417,8,512,32,0.2319768826377102,3.224439032480359e-05,4,COMPLETE
138,inf,2025-10-16 21:36:53.572092,2025-10-16 21:36:53.575034,0 days 00:00:00.002942,0.1945884940982695,4,128,128,0.4660174330028255,0.00031978934005307046,6,COMPLETE
139,inf,2025-10-16 21:36:53.575294,2025-10-16 21:36:53.577884,0 days 00:00:00.002590,0.35839567364175257,16,256,64,0.4102377591160078,0.0013957441424940734,2,COMPLETE
140,inf,2025-10-16 21:36:53.578128,2025-10-16 21:36:53.580787,0 days 00:00:00.002659,0.17725656474782728,2,64,16,0.1735157604511727,8.060584263498593e-05,3,COMPLETE
141,inf,2025-10-16 21:36:53.581024,2025-10-16 21:36:53.583891,0 days 00:00:00.002867,0.3176223306160393,16,256,16,0.29759170335973667,1.9388570787841953e-05,6,COMPLETE
142,inf,2025-10-16 21:36:53.584139,2025-10-16 21:36:53.586817,0 days 00:00:00.002678,0.3006679071820165,16,256,16,0.3402290474301236,1.087610242192151e-05,6,COMPLETE
143,inf,2025-10-16 21:36:53.587042,2025-10-16 21:36:53.589921,0 days 00:00:00.002879,0.2250223223663913,16,256,16,0.26596151711181076,4.186279646358537e-05,7,COMPLETE
144,inf,2025-10-16 21:36:53.590164,2025-10-16 21:36:53.592843,0 days 00:00:00.002679,0.265320014738251,16,256,16,0.35307973767209644,6.171310232195838e-05,5,COMPLETE
145,inf,2025-10-16 21:36:53.593073,2025-10-16 21:36:53.595810,0 days 00:00:00.002737,0.13001304042007691,16,128,128,0.32173967290476385,0.00011975666759745339,6,COMPLETE
146,inf,2025-10-16 21:36:53.596042,2025-10-16 21:36:53.599102,0 days 00:00:00.003060,0.15680108953358446,4,512,32,0.37923422711494137,0.0017506384169501316,6,COMPLETE
147,inf,2025-10-16 21:36:53.599386,2025-10-16 21:36:53.602046,0 days 00:00:00.002660,0.313420319056725,8,256,16,0.36444432943325994,1.2431915724453005e-05,7,COMPLETE
148,inf,2025-10-16 21:36:53.602285,2025-10-16 21:36:53.604992,0 days 00:00:00.002707,0.25349445787493363,2,256,64,0.13449703197054047,0.0022749638356258065,5,COMPLETE
