number,value,datetime_start,datetime_complete,duration,params_attention_dropout,params_attention_heads,params_batch_size,params_embedding_size,params_ff_dropout,params_learning_rate,params_transformer_depth,state
149,inf,2025-10-16 21:36:53.605227,2025-10-16 21:36:53.608084,0 days 00:00:00.002857,0.0832937529589003,16,128,128,0.2769377463910401,0.003111766660518381,8,COMPLETE
150,inf,2025-10-16 21:36:53.608331,2025-10-16 21:36:53.611005,0 days 00:00:00.002674,0.3467598998456706,4,64,16,0.42467374177604145,1.384667702701182e-05,6,COMPLETE
151,inf,2025-10-16 21:36:53.611231,2025-10-16 21:36:53.613932,0 days 00:00:00.002701,0.3314668171737325,16,256,128,0.4776319711938228,0.0036207374582359446,4,COMPLETE
152,inf,2025-10-16 21:36:53.614164,2025-10-16 21:36:53.617063,0 days 00:00:00.002899,0.382729731589946,16,256,128,0.47313365299375315,0.005608415769806747,4,COMPLETE
153,inf,2025-10-16 21:36:53.617322,2025-10-16 21:36:53.620034,0 days 00:00:00.002712,0.4256075286300347,16,256,128,0.3315648205869938,0.00015179374578731786,4,COMPLETE
154,inf,2025-10-16 21:36:53.620270,2025-10-16 21:36:53.623214,0 days 00:00:00.002944,0.2897087291099312,16,256,128,0.45348348130358085,0.004849211132368352,4,COMPLETE
155,inf,2025-10-16 21:36:53.623480,2025-10-16 21:36:53.626195,0 days 00:00:00.002715,0.39457960894088906,16,512,128,0.49258489262699023,0.006705344324183755,5,COMPLETE
156,inf,2025-10-16 21:36:53.626417,2025-10-16 21:36:53.629254,0 days 00:00:00.002837,0.4738042678587671,2,256,32,0.49847501628440494,0.0025805043593912324,3,COMPLETE
157,inf,2025-10-16 21:36:53.629485,2025-10-16 21:36:53.632394,0 days 00:00:00.002909,0.23650354357680037,8,128,16,0.21112721117490707,0.0034013574729427195,2,COMPLETE
158,inf,2025-10-16 21:36:53.632643,2025-10-16 21:36:53.635503,0 days 00:00:00.002860,0.40751227888317915,16,256,64,0.44004857226818694,2.5057784063643994e-05,8,COMPLETE
159,inf,2025-10-16 21:36:53.635747,2025-10-16 21:36:53.638522,0 days 00:00:00.002775,0.1481030775000693,4,64,128,0.1039754014338844,0.0004240883183658516,4,COMPLETE
160,inf,2025-10-16 21:36:53.638762,2025-10-16 21:36:53.641889,0 days 00:00:00.003127,0.4290546195021564,16,128,16,0.22939238600665554,0.0029800471125522843,5,COMPLETE
161,inf,2025-10-16 21:36:53.642159,2025-10-16 21:36:53.644882,0 days 00:00:00.002723,0.4887884835382978,16,256,32,0.14646558383501984,0.0010874096359277865,8,COMPLETE
162,inf,2025-10-16 21:36:53.645114,2025-10-16 21:36:53.648006,0 days 00:00:00.002892,0.4778852891577982,16,256,32,0.24810886294410084,0.0008108663504144812,8,COMPLETE
163,inf,2025-10-16 21:36:53.648296,2025-10-16 21:36:53.651226,0 days 00:00:00.002930,0.45602827630334036,16,256,32,0.30665813408180653,0.0014457976935462469,6,COMPLETE
164,inf,2025-10-16 21:36:53.651524,2025-10-16 21:36:53.654381,0 days 00:00:00.002857,0.46701010230914014,2,256,32,0.032341762586518163,0.00010061216885860632,7,COMPLETE
165,inf,2025-10-16 21:36:53.654624,2025-10-16 21:36:53.657676,0 days 00:00:00.003052,0.34108058993489826,16,256,32,0.09776186696516323,0.0016422505489706088,8,COMPLETE
166,inf,2025-10-16 21:36:53.657932,2025-10-16 21:36:53.660712,0 days 00:00:00.002780,0.49533053758448237,16,512,128,0.06941244109635389,0.00096807527652709,8,COMPLETE
167,inf,2025-10-16 21:36:53.660938,2025-10-16 21:36:53.663681,0 days 00:00:00.002743,0.16940419128982834,8,256,16,0.4041981469494895,0.0007259289453779541,6,COMPLETE
168,inf,2025-10-16 21:36:53.663902,2025-10-16 21:36:53.667018,0 days 00:00:00.003116,0.2750193425302033,4,128,64,0.346284774670705,0.0005175925768455127,2,COMPLETE
169,inf,2025-10-16 21:36:53.667272,2025-10-16 21:36:53.670432,0 days 00:00:00.003160,0.32501069112808356,2,256,128,0.16433494712544505,0.002016664123491471,5,COMPLETE
170,inf,2025-10-16 21:36:53.670659,2025-10-16 21:36:53.673711,0 days 00:00:00.003052,0.4458141835853851,16,64,16,0.31773082221223675,3.8449287895888855e-05,7,COMPLETE
171,inf,2025-10-16 21:36:53.673949,2025-10-16 21:36:53.676699,0 days 00:00:00.002750,0.1008884986775635,16,256,64,0.419248762540841,1.8875371102301132e-05,7,COMPLETE
172,inf,2025-10-16 21:36:53.676914,2025-10-16 21:36:53.679872,0 days 00:00:00.002958,0.21662101413319182,16,256,64,0.3975997666712701,0.00027740297796887775,7,COMPLETE
173,inf,2025-10-16 21:36:53.680154,2025-10-16 21:36:53.683151,0 days 00:00:00.002997,0.20008852216615114,16,256,64,0.3839951960137859,0.001224264931536449,6,COMPLETE
174,inf,2025-10-16 21:36:53.683384,2025-10-16 21:36:53.686281,0 days 00:00:00.002897,0.1854433153407811,16,256,64,0.4835530266386326,0.0003510393629296533,7,COMPLETE
175,inf,2025-10-16 21:36:53.686505,2025-10-16 21:36:53.689470,0 days 00:00:00.002965,0.24644685460395313,16,128,32,0.4120551157777236,0.00021979959257525418,8,COMPLETE
176,inf,2025-10-16 21:36:53.689891,2025-10-16 21:36:53.692881,0 days 00:00:00.002990,0.22997054658807004,4,512,128,0.2015700899416039,0.009544098266186511,3,COMPLETE
177,inf,2025-10-16 21:36:53.693127,2025-10-16 21:36:53.695946,0 days 00:00:00.002819,0.3594219021532846,8,256,16,0.021380312406837593,0.000580436724610308,4,COMPLETE
178,inf,2025-10-16 21:36:53.696197,2025-10-16 21:36:53.699242,0 days 00:00:00.003045,0.3049839353593893,16,256,64,0.46313493042907866,0.008063697868600497,7,COMPLETE
179,inf,2025-10-16 21:36:53.699482,2025-10-16 21:36:53.702374,0 days 00:00:00.002892,0.4117083362049321,2,128,128,0.3914048224736967,0.00018495420716255496,6,COMPLETE
180,inf,2025-10-16 21:36:53.702611,2025-10-16 21:36:53.705713,0 days 00:00:00.003102,0.04568345808832377,16,64,16,0.36956811036600534,0.002386806029981438,2,COMPLETE
181,inf,2025-10-16 21:36:53.706117,2025-10-16 21:36:53.709301,0 days 00:00:00.003184,0.025325398482094415,8,512,16,0.35433818044709964,0.004255286584547935,5,COMPLETE
182,inf,2025-10-16 21:36:53.709562,2025-10-16 21:36:53.712665,0 days 00:00:00.003103,0.13779162778929316,8,512,16,0.2889153057976143,0.00507826261192264,5,COMPLETE
183,inf,2025-10-16 21:36:53.712912,2025-10-16 21:36:53.716075,0 days 00:00:00.003163,0.11341380760013783,8,512,16,0.12989614559807067,0.006072683961715362,5,COMPLETE
184,inf,2025-10-16 21:36:53.716307,2025-10-16 21:36:53.719244,0 days 00:00:00.002937,0.05615372827213069,8,512,16,0.25801413311513205,0.0028115654795490205,6,COMPLETE
185,inf,2025-10-16 21:36:53.719478,2025-10-16 21:36:53.722386,0 days 00:00:00.002908,0.0746574524662139,4,256,32,0.3372327220103075,0.0039004373511916553,4,COMPLETE
186,inf,2025-10-16 21:36:53.722620,2025-10-16 21:36:53.725872,0 days 00:00:00.003252,0.4830556077550383,16,512,128,0.42737634966592924,5.08552993295413e-05,6,COMPLETE
187,inf,2025-10-16 21:36:53.726138,2025-10-16 21:36:53.729070,0 days 00:00:00.002932,0.49986086986086936,8,256,16,0.36730197436862955,0.0019063847983271675,3,COMPLETE
188,inf,2025-10-16 21:36:53.729305,2025-10-16 21:36:53.732542,0 days 00:00:00.003237,0.208716290873353,2,128,64,0.23864509789545887,0.0034521011449291724,4,COMPLETE
189,inf,2025-10-16 21:36:53.732826,2025-10-16 21:36:53.735809,0 days 00:00:00.002983,0.4629117281053995,16,256,16,0.32961433517322625,6.751450890795182e-05,7,COMPLETE
190,inf,2025-10-16 21:36:53.736111,2025-10-16 21:36:53.739411,0 days 00:00:00.003300,0.160505791596725,4,64,128,0.22305905012803204,0.004375529483841526,5,COMPLETE
191,inf,2025-10-16 21:36:53.739673,2025-10-16 21:36:53.742643,0 days 00:00:00.002970,0.3123915978224009,16,64,128,0.2671742457319637,0.0067090037164015915,6,COMPLETE
192,inf,2025-10-16 21:36:53.742880,2025-10-16 21:36:53.746045,0 days 00:00:00.003165,0.09704303362218938,16,64,128,0.29556876475057803,0.00714796918988304,5,COMPLETE
193,inf,2025-10-16 21:36:53.746300,2025-10-16 21:36:53.749538,0 days 00:00:00.003238,0.2899912448676385,16,64,128,0.2771119542895605,0.0052492139945828605,6,COMPLETE
194,inf,2025-10-16 21:36:53.749793,2025-10-16 21:36:53.752822,0 days 00:00:00.003029,0.33524894584783493,16,64,128,0.25060348421198375,0.007987409996342476,5,COMPLETE
195,inf,2025-10-16 21:36:53.753060,2025-10-16 21:36:53.756122,0 days 00:00:00.003062,0.033832105022200104,16,256,32,0.4432370838216641,0.005919722740861036,6,COMPLETE
196,inf,2025-10-16 21:36:53.756572,2025-10-16 21:36:53.759681,0 days 00:00:00.003109,0.34935465121765374,2,128,128,0.08253315509188333,0.0008704113150192901,8,COMPLETE
197,inf,2025-10-16 21:36:53.759918,2025-10-16 21:36:53.762872,0 days 00:00:00.002954,0.22463898559317977,16,512,16,0.18628794267964394,0.0013311966581801514,5,COMPLETE
198,inf,2025-10-16 21:36:53.763109,2025-10-16 21:36:53.766473,0 days 00:00:00.003364,0.4322659983310392,8,256,64,0.3139272768436959,0.00016213280775137813,5,COMPLETE
199,inf,2025-10-16 21:36:53.766725,2025-10-16 21:36:53.769854,0 days 00:00:00.003129,0.06325969604732509,4,256,128,0.40388992620003605,0.0004424245229480797,6,COMPLETE
