number,value,datetime_start,datetime_complete,duration,params_attention_dropout,params_attention_heads,params_batch_size,params_embedding_size,params_ff_dropout,params_learning_rate,params_transformer_depth,state
26,inf,2025-10-16 22:42:47.284675,2025-10-16 22:42:47.287139,0 days 00:00:00.002464,0.1460887275628736,4,128,128,0.35790643425405394,2.0009508061699493e-05,2,COMPLETE
27,inf,2025-10-16 22:42:47.287544,2025-10-16 22:42:47.289884,0 days 00:00:00.002340,0.018431555102340465,8,64,32,0.4961107183394601,0.00012942351317881556,5,COMPLETE
28,inf,2025-10-16 22:42:47.290131,2025-10-16 22:42:47.292129,0 days 00:00:00.001998,0.4070224382238331,2,256,64,0.08814001911482748,5.429309059077082e-05,4,COMPLETE
29,inf,2025-10-16 22:42:47.292413,2025-10-16 22:42:47.294794,0 days 00:00:00.002381,0.279368091497283,4,256,64,0.30057653132832407,0.0009101072747219707,6,COMPLETE
30,inf,2025-10-16 22:42:47.295039,2025-10-16 22:42:47.297048,0 days 00:00:00.002009,0.06940482168055503,16,512,16,0.3974568522974102,0.00010459668075714666,8,COMPLETE
31,inf,2025-10-16 22:42:47.297265,2025-10-16 22:42:47.299303,0 days 00:00:00.002038,0.030329544583952033,4,256,64,0.23070586370874557,0.00025729198016431873,7,COMPLETE
32,inf,2025-10-16 22:42:47.299540,2025-10-16 22:42:47.301529,0 days 00:00:00.001989,0.18711242103033668,4,128,64,0.4642067032795242,8.294131555109692e-05,2,COMPLETE
33,inf,2025-10-16 22:42:47.301757,2025-10-16 22:42:47.304315,0 days 00:00:00.002558,0.3251703801985074,4,256,64,0.37276565923090654,3.4706142938567215e-05,6,COMPLETE
34,inf,2025-10-16 22:42:47.304663,2025-10-16 22:42:47.306811,0 days 00:00:00.002148,0.007807447955169029,16,256,64,0.4323282947498554,0.00035635205489499403,8,COMPLETE
35,inf,2025-10-16 22:42:47.307070,2025-10-16 22:42:47.309084,0 days 00:00:00.002014,0.11542997843321043,4,128,16,0.4119558770292993,0.00015795992906601644,2,COMPLETE
36,inf,2025-10-16 22:42:47.309372,2025-10-16 22:42:47.312176,0 days 00:00:00.002804,0.17260440569354363,2,256,64,0.4581819925321998,5.6259147472963337e-05,3,COMPLETE
37,inf,2025-10-16 22:42:47.312502,2025-10-16 22:42:47.314578,0 days 00:00:00.002076,0.2177564878446118,4,512,128,0.37982302203354146,0.00199614331916652,4,COMPLETE
38,inf,2025-10-16 22:42:47.314882,2025-10-16 22:42:47.317050,0 days 00:00:00.002168,0.08310260587421023,16,256,16,0.16005889930149417,0.00027795565527685,6,COMPLETE
39,inf,2025-10-16 22:42:47.317310,2025-10-16 22:42:47.319483,0 days 00:00:00.002173,0.04156492814509066,2,128,32,0.4401358287260839,7.814031978560516e-05,8,COMPLETE
40,inf,2025-10-16 22:42:47.319998,2025-10-16 22:42:47.322171,0 days 00:00:00.002173,0.3998024862820803,8,64,16,0.05691519084123546,2.2074649201943315e-05,7,COMPLETE
41,inf,2025-10-16 22:42:47.322443,2025-10-16 22:42:47.324566,0 days 00:00:00.002123,0.2637700213188971,16,128,64,0.22205122337536584,0.0027896513253703754,2,COMPLETE
42,inf,2025-10-16 22:42:47.324806,2025-10-16 22:42:47.327142,0 days 00:00:00.002336,0.15706263387935962,16,128,64,0.1858155436719684,0.009056542337993865,2,COMPLETE
43,inf,2025-10-16 22:42:47.327439,2025-10-16 22:42:47.329565,0 days 00:00:00.002126,0.20560488340123717,16,128,64,0.30042400826698906,0.005542815093073341,3,COMPLETE
44,inf,2025-10-16 22:42:47.329813,2025-10-16 22:42:47.331966,0 days 00:00:00.002153,0.12934286875417564,4,512,64,0.12258864729884057,0.001538107176362096,3,COMPLETE
45,inf,2025-10-16 22:42:47.332210,2025-10-16 22:42:47.334313,0 days 00:00:00.002103,0.3351610968855813,2,512,128,0.3246730609151034,0.0005144931251108838,5,COMPLETE
46,inf,2025-10-16 22:42:47.334579,2025-10-16 22:42:47.336854,0 days 00:00:00.002275,0.08255135554867202,4,256,16,0.2571178805202655,0.0009020293741835671,4,COMPLETE
47,inf,2025-10-16 22:42:47.337109,2025-10-16 22:42:47.339166,0 days 00:00:00.002057,0.23748715666438883,8,128,32,0.4735123303129914,0.00011937405195827507,2,COMPLETE
48,inf,2025-10-16 22:42:47.339443,2025-10-16 22:42:47.341588,0 days 00:00:00.002145,0.16197367822029168,16,64,64,0.27908566153166586,0.0040066276343254815,7,COMPLETE
49,inf,2025-10-16 22:42:47.341823,2025-10-16 22:42:47.344034,0 days 00:00:00.002211,0.2670693491550993,2,512,64,0.18942213804140337,4.2578344892392035e-05,3,COMPLETE
50,inf,2025-10-16 22:42:47.344302,2025-10-16 22:42:47.346464,0 days 00:00:00.002162,0.12783135357722908,4,256,16,0.3381829828685641,0.00018893429469919043,4,COMPLETE
51,inf,2025-10-16 22:42:47.346707,2025-10-16 22:42:47.349248,0 days 00:00:00.002541,0.024866280058756345,2,128,16,0.48964482813719473,1.050685767723009e-05,2,COMPLETE
52,inf,2025-10-16 22:42:47.349482,2025-10-16 22:42:47.351693,0 days 00:00:00.002211,0.00014179956359742368,2,128,16,0.45695122907314084,9.743984367942863e-05,2,COMPLETE
53,inf,2025-10-16 22:42:47.351926,2025-10-16 22:42:47.354566,0 days 00:00:00.002640,0.04385272581293498,2,128,16,0.39704092213886893,7.067675822888547e-05,3,COMPLETE
54,inf,2025-10-16 22:42:47.354871,2025-10-16 22:42:47.357036,0 days 00:00:00.002165,0.09956492131278706,2,256,64,0.4209882498211921,1.6882780603940044e-05,3,COMPLETE
55,inf,2025-10-16 22:42:47.357284,2025-10-16 22:42:47.359541,0 days 00:00:00.002257,0.078756681682356,16,128,16,0.36262865362572066,0.00014726850774263563,2,COMPLETE
56,inf,2025-10-16 22:42:47.359840,2025-10-16 22:42:47.362346,0 days 00:00:00.002506,0.0666954901944951,2,512,64,0.23689233498128806,4.613355735155156e-05,5,COMPLETE
57,inf,2025-10-16 22:42:47.362613,2025-10-16 22:42:47.364751,0 days 00:00:00.002138,0.049206901476073484,4,256,128,0.4284406665672498,0.00023816202531656697,2,COMPLETE
58,inf,2025-10-16 22:42:47.364994,2025-10-16 22:42:47.367198,0 days 00:00:00.002204,0.10285550774556715,8,256,32,0.4456161904203832,0.0004960669250685015,3,COMPLETE
59,inf,2025-10-16 22:42:47.367419,2025-10-16 22:42:47.369877,0 days 00:00:00.002458,0.19242656293031363,16,64,64,0.4847920264871293,0.0003126183661673109,6,COMPLETE
60,inf,2025-10-16 22:42:47.370152,2025-10-16 22:42:47.372298,0 days 00:00:00.002146,0.36632836774694266,4,512,16,0.21432388347160153,3.3134594552345926e-05,8,COMPLETE
61,inf,2025-10-16 22:42:47.372536,2025-10-16 22:42:47.374809,0 days 00:00:00.002273,0.41479275451657727,16,512,128,0.39128786455680126,0.0001773390399289627,4,COMPLETE
62,inf,2025-10-16 22:42:47.375038,2025-10-16 22:42:47.377364,0 days 00:00:00.002326,0.4254526811120547,16,512,128,0.40876152570365293,0.0007115582429155738,3,COMPLETE
63,inf,2025-10-16 22:42:47.377653,2025-10-16 22:42:47.379958,0 days 00:00:00.002305,0.47392995010423994,16,512,128,0.3832233790048187,0.00012321876837229965,3,COMPLETE
64,inf,2025-10-16 22:42:47.380217,2025-10-16 22:42:47.382375,0 days 00:00:00.002158,0.01821122902150782,16,256,128,0.4486309314125541,0.0003807726470882776,2,COMPLETE
65,inf,2025-10-16 22:42:47.382644,2025-10-16 22:42:47.385110,0 days 00:00:00.002466,0.4447915548610312,2,512,64,0.472393044729998,0.00021929822369748484,4,COMPLETE
66,inf,2025-10-16 22:42:47.385374,2025-10-16 22:42:47.387495,0 days 00:00:00.002121,0.49292216211471634,16,256,64,0.3612002570931947,6.548144160699269e-05,3,COMPLETE
67,inf,2025-10-16 22:42:47.387774,2025-10-16 22:42:47.390059,0 days 00:00:00.002285,0.21692148302521608,4,128,16,0.14359730864492226,0.009735327192776849,6,COMPLETE
68,inf,2025-10-16 22:42:47.390284,2025-10-16 22:42:47.392526,0 days 00:00:00.002242,0.14475040756727456,2,256,64,0.07598434037641255,9.899661611957602e-05,2,COMPLETE
69,inf,2025-10-16 22:42:47.392746,2025-10-16 22:42:47.395148,0 days 00:00:00.002402,0.3196167593181767,16,512,128,0.2841127481846739,0.0002928051686864921,7,COMPLETE
70,inf,2025-10-16 22:42:47.395386,2025-10-16 22:42:47.397646,0 days 00:00:00.002260,0.3896506885937565,4,128,32,0.41570622950737357,0.0001477247454318391,3,COMPLETE
71,inf,2025-10-16 22:42:47.397871,2025-10-16 22:42:47.400196,0 days 00:00:00.002325,0.3567255694013465,2,128,16,0.023668628158380473,0.0025401041570998232,8,COMPLETE
72,inf,2025-10-16 22:42:47.400429,2025-10-16 22:42:47.402907,0 days 00:00:00.002478,0.4438439314331799,2,128,16,0.04038325741138615,0.006156619920917068,8,COMPLETE
73,inf,2025-10-16 22:42:47.403184,2025-10-16 22:42:47.405404,0 days 00:00:00.002220,0.3697004357680299,2,128,16,0.12691555415280786,0.00202027795931443,8,COMPLETE
74,inf,2025-10-16 22:42:47.405634,2025-10-16 22:42:47.407863,0 days 00:00:00.002229,0.38271596788587103,8,64,16,0.43352434183025984,0.0009975630092654134,7,COMPLETE
75,inf,2025-10-16 22:42:47.408094,2025-10-16 22:42:47.410620,0 days 00:00:00.002526,0.035461346462713594,2,256,64,0.17369274599987622,0.0033187929879483708,8,COMPLETE
76,inf,2025-10-16 22:42:47.410882,2025-10-16 22:42:47.413176,0 days 00:00:00.002294,0.06048358449318621,16,128,64,0.07894544675513004,0.0012536022044595163,5,COMPLETE
77,inf,2025-10-16 22:42:47.413422,2025-10-16 22:42:47.415775,0 days 00:00:00.002353,0.28995488176979367,4,256,16,0.24195569357878113,0.0004419594060827666,7,COMPLETE
78,inf,2025-10-16 22:42:47.416007,2025-10-16 22:42:47.418373,0 days 00:00:00.002366,0.34066836931654065,2,128,64,0.2047693051911726,0.007998984659052879,2,COMPLETE
79,inf,2025-10-16 22:42:47.418788,2025-10-16 22:42:47.421136,0 days 00:00:00.002348,0.1153592306863598,16,512,16,0.4991473461939234,1.3266094766161875e-05,4,COMPLETE
80,inf,2025-10-16 22:42:47.421387,2025-10-16 22:42:47.423632,0 days 00:00:00.002245,0.31008723565158863,4,256,64,0.3287447505538999,0.0048501825604408254,2,COMPLETE
81,inf,2025-10-16 22:42:47.423861,2025-10-16 22:42:47.426223,0 days 00:00:00.002362,0.196950265346165,4,512,16,0.001852619081622292,5.6486444689960244e-05,4,COMPLETE
82,inf,2025-10-16 22:42:47.426559,2025-10-16 22:42:47.429150,0 days 00:00:00.002591,0.18051056364853807,4,512,16,0.16768419449692387,4.2167599965209476e-05,4,COMPLETE
83,inf,2025-10-16 22:42:47.429426,2025-10-16 22:42:47.431779,0 days 00:00:00.002353,0.2533721860960093,4,512,16,0.25545806657718895,2.5545064566713514e-05,3,COMPLETE
84,inf,2025-10-16 22:42:47.432026,2025-10-16 22:42:47.434439,0 days 00:00:00.002413,0.2056506632337708,4,512,16,0.12951284425673898,8.750168770170259e-05,3,COMPLETE
85,inf,2025-10-16 22:42:47.434673,2025-10-16 22:42:47.437517,0 days 00:00:00.002844,0.01791534817009771,2,128,64,0.11062180259805876,0.0001149414282096884,3,COMPLETE
86,inf,2025-10-16 22:42:47.437773,2025-10-16 22:42:47.440051,0 days 00:00:00.002278,0.16185638715114334,16,256,128,0.19167339302103004,0.0006801990839900852,2,COMPLETE
87,inf,2025-10-16 22:42:47.440309,2025-10-16 22:42:47.442814,0 days 00:00:00.002505,0.23397227659925116,8,64,32,0.22490938255986598,7.091563420075445e-05,5,COMPLETE
88,inf,2025-10-16 22:42:47.443098,2025-10-16 22:42:47.445594,0 days 00:00:00.002496,0.45700568598700503,4,512,16,0.46382259182254815,0.00016389138980322623,5,COMPLETE
89,inf,2025-10-16 22:42:47.445855,2025-10-16 22:42:47.448245,0 days 00:00:00.002390,0.2523135989381532,2,128,64,0.14276206903530803,0.001643204534924468,8,COMPLETE
90,inf,2025-10-16 22:42:47.448475,2025-10-16 22:42:47.451047,0 days 00:00:00.002572,0.0013841003131382992,16,256,16,0.4032528332110784,0.0002596556075595305,4,COMPLETE
91,inf,2025-10-16 22:42:47.451293,2025-10-16 22:42:47.454046,0 days 00:00:00.002753,0.34882419200812387,4,256,16,0.4424569731471219,0.0014741701325121613,4,COMPLETE
92,inf,2025-10-16 22:42:47.454309,2025-10-16 22:42:47.456778,0 days 00:00:00.002469,0.41840167480754975,4,256,16,0.4234294078472345,0.0026991909298057803,3,COMPLETE
93,inf,2025-10-16 22:42:47.457006,2025-10-16 22:42:47.459443,0 days 00:00:00.002437,0.17414027335951873,4,256,16,0.45298521218942134,0.0037247459172320423,6,COMPLETE
94,inf,2025-10-16 22:42:47.459681,2025-10-16 22:42:47.462345,0 days 00:00:00.002664,0.2698156106117418,4,256,64,0.3902496776598612,0.002044408862864439,3,COMPLETE
95,inf,2025-10-16 22:42:47.462660,2025-10-16 22:42:47.465194,0 days 00:00:00.002534,0.291118996385983,4,512,16,0.47777985989381133,0.0002018356558483349,4,COMPLETE
96,inf,2025-10-16 22:42:47.465438,2025-10-16 22:42:47.467884,0 days 00:00:00.002446,0.4003385660041471,2,128,128,0.3692992639502093,0.00013562784121234155,3,COMPLETE
97,inf,2025-10-16 22:42:47.468204,2025-10-16 22:42:47.470960,0 days 00:00:00.002756,0.37075648615865225,16,256,64,0.43878930268590544,0.0005652951341577867,2,COMPLETE
98,inf,2025-10-16 22:42:47.471240,2025-10-16 22:42:47.473725,0 days 00:00:00.002485,0.055523304636334696,4,512,16,0.20088313958991963,0.0008303956525846007,5,COMPLETE
99,inf,2025-10-16 22:42:47.473967,2025-10-16 22:42:47.476510,0 days 00:00:00.002543,0.09046866529765502,16,256,64,0.3498909933513013,3.456099807488559e-05,2,COMPLETE
100,inf,2025-10-16 22:42:47.476772,2025-10-16 22:42:47.479357,0 days 00:00:00.002585,0.21500104384047267,2,128,32,0.4169038985819194,0.00034538656288961734,4,COMPLETE
101,inf,2025-10-16 22:42:47.479657,2025-10-16 22:42:47.482302,0 days 00:00:00.002645,0.13860283638780602,8,64,32,0.272562111854971,3.1250179290176707e-05,6,COMPLETE
102,inf,2025-10-16 22:42:47.482554,2025-10-16 22:42:47.485104,0 days 00:00:00.002550,0.015227990844361345,8,64,32,0.2881291615660386,2.6005209600290116e-05,6,COMPLETE
103,inf,2025-10-16 22:42:47.485442,2025-10-16 22:42:47.487930,0 days 00:00:00.002488,0.031140178823169516,8,64,32,0.4640911673436403,3.935605707813541e-05,5,COMPLETE
104,inf,2025-10-16 22:42:47.488185,2025-10-16 22:42:47.490788,0 days 00:00:00.002603,0.32779912072803796,8,64,128,0.3753829510876651,5.4016701903241644e-05,8,COMPLETE
105,inf,2025-10-16 22:42:47.491075,2025-10-16 22:42:47.493539,0 days 00:00:00.002464,0.15924270391881062,8,64,32,0.31169005714875486,4.89671410423324e-05,7,COMPLETE
106,inf,2025-10-16 22:42:47.493866,2025-10-16 22:42:47.496524,0 days 00:00:00.002658,0.1123395135054617,2,512,16,0.4075141897099621,1.675932424888372e-05,5,COMPLETE
107,inf,2025-10-16 22:42:47.496787,2025-10-16 22:42:47.499302,0 days 00:00:00.002515,0.38563410672767434,16,256,64,0.4265190273706465,0.0022909102916762853,7,COMPLETE
108,inf,2025-10-16 22:42:47.499561,2025-10-16 22:42:47.502381,0 days 00:00:00.002820,0.07198053496164891,4,128,16,0.18089342847324502,8.869358873751261e-05,3,COMPLETE
109,inf,2025-10-16 22:42:47.502675,2025-10-16 22:42:47.505164,0 days 00:00:00.002489,0.22556716673283436,2,256,64,0.21263609875782777,0.00022957322550669235,3,COMPLETE
110,inf,2025-10-16 22:42:47.505382,2025-10-16 22:42:47.507936,0 days 00:00:00.002554,0.18152790966328333,16,128,16,0.39747407568081616,0.00017751103223525165,8,COMPLETE
111,inf,2025-10-16 22:42:47.508181,2025-10-16 22:42:47.510770,0 days 00:00:00.002589,0.12457956074798167,2,512,128,0.48389524403101364,0.0012686632640573697,8,COMPLETE
112,inf,2025-10-16 22:42:47.511181,2025-10-16 22:42:47.513829,0 days 00:00:00.002648,0.14745669961507374,2,512,128,0.4494691922712859,0.0017387405039183232,8,COMPLETE
113,inf,2025-10-16 22:42:47.514097,2025-10-16 22:42:47.516779,0 days 00:00:00.002682,0.047998959709997346,2,512,128,0.47362795668185775,0.0009957575812738796,7,COMPLETE
114,inf,2025-10-16 22:42:47.517011,2025-10-16 22:42:47.519851,0 days 00:00:00.002840,0.17013872567240756,2,512,128,0.049772100609424844,0.0013442143851344463,8,COMPLETE
115,inf,2025-10-16 22:42:47.520148,2025-10-16 22:42:47.522758,0 days 00:00:00.002610,0.20400623932875775,4,512,64,0.015365525999549781,0.0010904318931498434,2,COMPLETE
116,inf,2025-10-16 22:42:47.523009,2025-10-16 22:42:47.525691,0 days 00:00:00.002682,0.0963026679028558,2,256,128,0.43374421367544536,0.006929213754174325,8,COMPLETE
117,inf,2025-10-16 22:42:47.525941,2025-10-16 22:42:47.528692,0 days 00:00:00.002751,0.43117981661486005,16,512,16,0.24118259841795078,0.0007885429653167598,6,COMPLETE
118,inf,2025-10-16 22:42:47.528941,2025-10-16 22:42:47.531561,0 days 00:00:00.002620,0.15291627907946864,4,128,64,0.16176906174993255,0.00010612080980193507,2,COMPLETE
119,inf,2025-10-16 22:42:47.531794,2025-10-16 22:42:47.534440,0 days 00:00:00.002646,0.479941209317924,8,256,32,0.4881710526636429,2.8981272325523862e-05,7,COMPLETE
120,inf,2025-10-16 22:42:47.534682,2025-10-16 22:42:47.537642,0 days 00:00:00.002960,0.3098109964052189,2,64,16,0.38599768786193506,2.0798209705877832e-05,4,COMPLETE
121,inf,2025-10-16 22:42:47.537914,2025-10-16 22:42:47.540443,0 days 00:00:00.002529,0.08023045638895221,8,64,32,0.2674698525933431,1.1741335139080863e-05,5,COMPLETE
122,inf,2025-10-16 22:42:47.540705,2025-10-16 22:42:47.543548,0 days 00:00:00.002843,0.07002476094716667,8,64,32,0.3070502678354316,6.30669421108262e-05,6,COMPLETE
123,inf,2025-10-16 22:42:47.543828,2025-10-16 22:42:47.546410,0 days 00:00:00.002582,0.1380011525001612,8,64,32,0.33650574806245126,0.0004264574675642779,6,COMPLETE
124,inf,2025-10-16 22:42:47.546647,2025-10-16 22:42:47.549324,0 days 00:00:00.002677,0.039183700214391916,16,512,64,0.3543892714057804,1.4178960777159912e-05,6,COMPLETE
125,inf,2025-10-16 22:42:47.549558,2025-10-16 22:42:47.552235,0 days 00:00:00.002677,0.1890866182116101,4,128,32,0.4556506786808686,0.003090838707256479,3,COMPLETE
126,inf,2025-10-16 22:42:47.552491,2025-10-16 22:42:47.555156,0 days 00:00:00.002665,0.026316998171822138,8,64,16,0.41975792212824864,0.004427693360879498,6,COMPLETE
127,inf,2025-10-16 22:42:47.555381,2025-10-16 22:42:47.558042,0 days 00:00:00.002661,0.12382959263011882,4,256,128,0.22778637516900363,7.530925401373011e-05,8,COMPLETE
128,inf,2025-10-16 22:42:47.558270,2025-10-16 22:42:47.561239,0 days 00:00:00.002969,0.3571224551364291,2,512,64,0.2920760112200828,0.00013000183801417685,2,COMPLETE
129,inf,2025-10-16 22:42:47.561489,2025-10-16 22:42:47.564060,0 days 00:00:00.002571,0.05987299508107851,16,128,16,0.10029760836837495,0.00029267456251992055,3,COMPLETE
130,inf,2025-10-16 22:42:47.564284,2025-10-16 22:42:47.567058,0 days 00:00:00.002774,0.08765662949152314,4,256,64,0.4441652567785891,3.8255741405381375e-05,4,COMPLETE
131,inf,2025-10-16 22:42:47.567319,2025-10-16 22:42:47.570250,0 days 00:00:00.002931,0.2782656555683962,4,256,64,0.3239647084036221,0.0010885078503995826,7,COMPLETE
132,inf,2025-10-16 22:42:47.570514,2025-10-16 22:42:47.573336,0 days 00:00:00.002822,0.2412146387985899,4,256,64,0.3406285080881555,0.0006640377904259819,8,COMPLETE
133,inf,2025-10-16 22:42:47.573589,2025-10-16 22:42:47.576191,0 days 00:00:00.002602,0.10841203419098489,4,256,64,0.3166238593105889,0.0019158372143320023,7,COMPLETE
134,inf,2025-10-16 22:42:47.576442,2025-10-16 22:42:47.579248,0 days 00:00:00.002806,0.16764620306312658,4,256,64,0.40222623911025324,0.0004932069293813094,6,COMPLETE
135,inf,2025-10-16 22:42:47.579509,2025-10-16 22:42:47.582178,0 days 00:00:00.002669,0.334988756128918,2,512,16,0.3680161466292775,0.0014390540985633935,8,COMPLETE
136,inf,2025-10-16 22:42:47.582417,2025-10-16 22:42:47.585260,0 days 00:00:00.002843,0.1967611360806571,16,256,32,0.2957267748578623,0.0024203254861132764,6,COMPLETE
137,inf,2025-10-16 22:42:47.585628,2025-10-16 22:42:47.588292,0 days 00:00:00.002664,0.22728335128489713,8,128,64,0.38083297678776257,0.00034815906574800823,8,COMPLETE
138,inf,2025-10-16 22:42:47.588584,2025-10-16 22:42:47.591295,0 days 00:00:00.002711,0.009609533599885159,4,64,128,0.15097783462179848,0.0002487123679736607,2,COMPLETE
139,inf,2025-10-16 22:42:47.591536,2025-10-16 22:42:47.594464,0 days 00:00:00.002928,0.39709951195807824,2,256,16,0.41241922654999813,4.990751669741057e-05,5,COMPLETE
140,inf,2025-10-16 22:42:47.594717,2025-10-16 22:42:47.597439,0 days 00:00:00.002722,0.2555444055719918,16,512,64,0.46369177166275116,0.0001522603570024924,7,COMPLETE
141,inf,2025-10-16 22:42:47.597685,2025-10-16 22:42:47.600367,0 days 00:00:00.002682,0.10350764011515749,2,512,16,0.25447788392545845,0.0063515468380063245,5,COMPLETE
142,inf,2025-10-16 22:42:47.600611,2025-10-16 22:42:47.603598,0 days 00:00:00.002987,0.09132566809877432,2,512,16,0.2787635727532724,0.008215152620841815,6,COMPLETE
143,inf,2025-10-16 22:42:47.603858,2025-10-16 22:42:47.606531,0 days 00:00:00.002673,0.11983366518198055,2,512,16,0.34859153054349745,0.009618526198386539,4,COMPLETE
144,inf,2025-10-16 22:42:47.606755,2025-10-16 22:42:47.609762,0 days 00:00:00.003007,0.17835314835355426,2,512,16,0.30265505253143515,0.007161328033874357,3,COMPLETE
145,inf,2025-10-16 22:42:47.610040,2025-10-16 22:42:47.612729,0 days 00:00:00.002689,0.047484941762687284,4,128,16,0.33186291890754027,0.0011629301175329254,6,COMPLETE
146,inf,2025-10-16 22:42:47.612981,2025-10-16 22:42:47.615903,0 days 00:00:00.002922,0.07372515854073947,2,256,128,0.1968923452262565,0.001744422966551192,8,COMPLETE
147,inf,2025-10-16 22:42:47.616176,2025-10-16 22:42:47.619010,0 days 00:00:00.002834,0.13666104045965968,4,512,16,0.31740742107692815,0.005244075215472784,4,COMPLETE
