number,value,datetime_start,datetime_complete,duration,params_attention_dropout,params_attention_heads,params_batch_size,params_embedding_size,params_ff_dropout,params_learning_rate,params_transformer_depth,state
12,inf,2025-10-16 22:08:12.062255,2025-10-16 22:08:12.064339,0 days 00:00:00.002084,0.17217634859520453,4,256,64,0.1259304939798191,0.0018461836135391758,7,COMPLETE
13,inf,2025-10-16 22:08:12.064851,2025-10-16 22:08:12.067015,0 days 00:00:00.002164,0.2605680045592422,4,256,128,0.2845665711452402,0.00033566674512446976,4,COMPLETE
14,inf,2025-10-16 22:08:12.067502,2025-10-16 22:08:12.069809,0 days 00:00:00.002307,0.14693655170297312,4,256,32,0.12021211850404273,0.0004570550999188491,6,COMPLETE
15,inf,2025-10-16 22:08:12.070142,2025-10-16 22:08:12.072126,0 days 00:00:00.001984,0.13172090906449416,4,256,128,0.28866400042569257,0.0030091270345429313,4,COMPLETE
16,inf,2025-10-16 22:08:12.072476,2025-10-16 22:08:12.075068,0 days 00:00:00.002592,0.24066027644417531,16,256,32,0.016850105676218433,0.0007156912121653273,7,COMPLETE
17,inf,2025-10-16 22:08:12.075367,2025-10-16 22:08:12.077508,0 days 00:00:00.002141,0.3019191153674762,8,64,64,0.19392378731114177,0.00014214389765257736,3,COMPLETE
18,inf,2025-10-16 22:08:12.077814,2025-10-16 22:08:12.079887,0 days 00:00:00.002073,0.09468953202167872,2,128,32,0.06397988327400803,0.00374493437014443,7,COMPLETE
19,inf,2025-10-16 22:08:12.080175,2025-10-16 22:08:12.082289,0 days 00:00:00.002114,0.008340422177843199,4,256,128,0.18183005856237197,0.00270288416813471,3,COMPLETE
20,inf,2025-10-16 22:08:12.082588,2025-10-16 22:08:12.084594,0 days 00:00:00.002006,0.22972756826695462,4,256,32,0.3100870661596486,0.0008242958055247182,5,COMPLETE
21,inf,2025-10-16 22:08:12.084894,2025-10-16 22:08:12.086832,0 days 00:00:00.001938,0.3522351428963588,2,512,16,0.11240168626985739,7.641562518843399e-05,2,COMPLETE
22,inf,2025-10-16 22:08:12.087067,2025-10-16 22:08:12.089635,0 days 00:00:00.002568,0.34225257479340854,2,512,16,0.0722160983640607,1.002110985642378e-05,2,COMPLETE
23,inf,2025-10-16 22:08:12.089942,2025-10-16 22:08:12.091915,0 days 00:00:00.001973,0.2954549452112411,2,512,16,0.15838340177705842,0.00015042276746941809,3,COMPLETE
24,inf,2025-10-16 22:08:12.092242,2025-10-16 22:08:12.094313,0 days 00:00:00.002071,0.3941861317296004,2,512,16,0.24845399880525948,3.063731360180355e-05,4,COMPLETE
25,inf,2025-10-16 22:08:12.094578,2025-10-16 22:08:12.096519,0 days 00:00:00.001941,0.21889164877899125,2,512,16,0.06296958412955915,9.641831287657718e-05,6,COMPLETE
26,inf,2025-10-16 22:08:12.096764,2025-10-16 22:08:12.099054,0 days 00:00:00.002290,0.26947182889237775,8,128,128,0.15097590703267016,0.00041585719334922227,2,COMPLETE
27,inf,2025-10-16 22:08:12.099321,2025-10-16 22:08:12.101292,0 days 00:00:00.001971,0.3903914666569427,16,64,64,0.22123062292206025,0.0006415236068208151,5,COMPLETE
28,inf,2025-10-16 22:08:12.101546,2025-10-16 22:08:12.103543,0 days 00:00:00.001997,0.44138160423134887,4,256,32,0.3365713921133918,0.00023405697123401399,8,COMPLETE
29,inf,2025-10-16 22:08:12.103777,2025-10-16 22:08:12.106208,0 days 00:00:00.002431,0.13090619995569636,8,512,16,0.08655180197414812,1.724278006545995e-05,6,COMPLETE
30,inf,2025-10-16 22:08:12.106509,2025-10-16 22:08:12.108574,0 days 00:00:00.002065,0.3220303147682808,2,512,128,0.033655379518450934,0.005542702909185751,3,COMPLETE
31,inf,2025-10-16 22:08:12.108825,2025-10-16 22:08:12.110857,0 days 00:00:00.002032,0.022931487679332473,8,512,16,0.2504377462445837,2.3083466093263485e-05,7,COMPLETE
32,inf,2025-10-16 22:08:12.111108,2025-10-16 22:08:12.113209,0 days 00:00:00.002101,0.0602076851820341,8,512,16,0.41644478723396156,4.202448125128523e-05,6,COMPLETE
33,inf,2025-10-16 22:08:12.113457,2025-10-16 22:08:12.115840,0 days 00:00:00.002383,0.09160388423200579,8,512,16,0.22908784732662643,1.0180987261743432e-05,7,COMPLETE
34,inf,2025-10-16 22:08:12.116138,2025-10-16 22:08:12.118335,0 days 00:00:00.002197,0.050448329433055605,8,256,16,0.15817072689024309,1.6169445034810795e-05,6,COMPLETE
35,inf,2025-10-16 22:08:12.118644,2025-10-16 22:08:12.120824,0 days 00:00:00.002180,0.1050891854279534,4,128,32,0.37492786437091885,8.477409121539289e-05,5,COMPLETE
36,inf,2025-10-16 22:08:12.121857,2025-10-16 22:08:12.123933,0 days 00:00:00.002076,0.16273306877146995,16,512,128,0.43600550617127387,5.583508221568443e-05,2,COMPLETE
37,inf,2025-10-16 22:08:12.124172,2025-10-16 22:08:12.126205,0 days 00:00:00.002033,0.20302453802634654,4,256,16,0.32049950760958257,0.006536696369661052,5,COMPLETE
38,inf,2025-10-16 22:08:12.126435,2025-10-16 22:08:12.128511,0 days 00:00:00.002076,0.4707849790781594,8,64,32,0.27868785882702984,3.272487203272877e-05,4,COMPLETE
39,inf,2025-10-16 22:08:12.128753,2025-10-16 22:08:12.130947,0 days 00:00:00.002194,0.4292928348099483,4,128,128,0.4776684173178809,0.0017105844364644176,8,COMPLETE
40,inf,2025-10-16 22:08:12.131241,2025-10-16 22:08:12.133504,0 days 00:00:00.002263,0.3670986666472787,2,256,64,0.3717558253269615,0.001090683222044182,6,COMPLETE
41,inf,2025-10-16 22:08:12.133762,2025-10-16 22:08:12.135835,0 days 00:00:00.002073,0.48915119461220746,8,256,32,0.44112362133117816,1.5749313284329523e-05,2,COMPLETE
42,inf,2025-10-16 22:08:12.136083,2025-10-16 22:08:12.138341,0 days 00:00:00.002258,0.4238862489289317,8,256,32,0.46112576881082157,4.787819220109628e-05,3,COMPLETE
43,inf,2025-10-16 22:08:12.138608,2025-10-16 22:08:12.140732,0 days 00:00:00.002124,0.3256080737252628,4,256,32,0.34484737977437396,2.6923403229804977e-05,2,COMPLETE
44,inf,2025-10-16 22:08:12.140954,2025-10-16 22:08:12.143092,0 days 00:00:00.002138,0.2704050816572718,8,256,32,0.4009384601470668,0.00917489567901947,7,COMPLETE
45,inf,2025-10-16 22:08:12.143327,2025-10-16 22:08:12.145413,0 days 00:00:00.002086,0.1770181197716797,16,256,128,0.10207998891904993,1.995838717221045e-05,3,COMPLETE
46,inf,2025-10-16 22:08:12.145649,2025-10-16 22:08:12.147805,0 days 00:00:00.002156,0.3788944733499626,4,64,32,0.49793999310624926,6.53818812588282e-05,5,COMPLETE
47,inf,2025-10-16 22:08:12.148157,2025-10-16 22:08:12.150302,0 days 00:00:00.002145,0.4119486121581819,8,256,64,0.13554631588787686,0.0001242881706907809,7,COMPLETE
48,inf,2025-10-16 22:08:12.150583,2025-10-16 22:08:12.152682,0 days 00:00:00.002099,0.4566227030760502,4,512,16,0.031100250236032606,0.00023403832308773446,4,COMPLETE
49,inf,2025-10-16 22:08:12.152910,2025-10-16 22:08:12.155263,0 days 00:00:00.002353,0.24074689983724354,4,256,128,0.1853699305669526,3.7174358719700185e-05,2,COMPLETE
50,inf,2025-10-16 22:08:12.155516,2025-10-16 22:08:12.157680,0 days 00:00:00.002164,0.13586800034930513,2,256,32,0.3031295412095671,0.0024693811786640142,8,COMPLETE
51,inf,2025-10-16 22:08:12.157898,2025-10-16 22:08:12.160087,0 days 00:00:00.002189,0.06374900728343573,16,512,128,0.26869143344243657,1.3417200858198203e-05,5,COMPLETE
52,inf,2025-10-16 22:08:12.160312,2025-10-16 22:08:12.162533,0 days 00:00:00.002221,0.02750099491330804,16,512,128,0.4235804548022728,0.004390814739318468,6,COMPLETE
53,inf,2025-10-16 22:08:12.162761,2025-10-16 22:08:12.165141,0 days 00:00:00.002380,0.1530915840950149,16,512,128,0.38137916422871043,5.756229257133916e-05,4,COMPLETE
54,inf,2025-10-16 22:08:12.165384,2025-10-16 22:08:12.167604,0 days 00:00:00.002220,0.1155755060568878,16,512,128,0.21582271017589463,2.396018005232792e-05,5,COMPLETE
55,inf,2025-10-16 22:08:12.167833,2025-10-16 22:08:12.169976,0 days 00:00:00.002143,0.08461347966362619,4,128,16,0.33385287059278557,0.0001180027913246842,3,COMPLETE
56,inf,2025-10-16 22:08:12.170196,2025-10-16 22:08:12.172550,0 days 00:00:00.002354,0.2808688069735284,2,512,32,0.3561215208784321,0.00018133531634242258,6,COMPLETE
57,inf,2025-10-16 22:08:12.172797,2025-10-16 22:08:12.174956,0 days 00:00:00.002159,0.2120497730537849,8,64,128,0.46702476313414765,0.0005621326262421172,4,COMPLETE
58,inf,2025-10-16 22:08:12.175188,2025-10-16 22:08:12.177403,0 days 00:00:00.002215,0.18001693683061534,16,256,64,0.0939507250770513,0.00029904180868843647,2,COMPLETE
59,inf,2025-10-16 22:08:12.177636,2025-10-16 22:08:12.179829,0 days 00:00:00.002193,0.034882094723704876,4,512,16,0.1389454284201435,0.0008499952152135992,7,COMPLETE
60,inf,2025-10-16 22:08:12.180056,2025-10-16 22:08:12.182595,0 days 00:00:00.002539,0.3122388949225473,2,512,32,0.24732759101250482,0.002137360804686519,5,COMPLETE
61,inf,2025-10-16 22:08:12.182844,2025-10-16 22:08:12.185025,0 days 00:00:00.002181,0.33981290100913625,4,128,32,0.3907309659038053,0.0034907662390516315,6,COMPLETE
62,inf,2025-10-16 22:08:12.185254,2025-10-16 22:08:12.187457,0 days 00:00:00.002203,0.25820264010217775,4,128,32,0.4431544535418693,1.2469591293387492e-05,7,COMPLETE
63,inf,2025-10-16 22:08:12.187688,2025-10-16 22:08:12.190189,0 days 00:00:00.002501,0.0032771043893375096,4,128,32,0.4071740191194797,0.006929840276543967,6,COMPLETE
64,inf,2025-10-16 22:08:12.190467,2025-10-16 22:08:12.192658,0 days 00:00:00.002191,0.35523558828151014,4,128,16,0.17349507006446774,0.004465254635494187,5,COMPLETE
65,inf,2025-10-16 22:08:12.192899,2025-10-16 22:08:12.195173,0 days 00:00:00.002274,0.40448447181442126,8,256,32,0.3544198381258858,0.0013901089745873012,3,COMPLETE
66,inf,2025-10-16 22:08:12.195456,2025-10-16 22:08:12.197908,0 days 00:00:00.002452,0.0751579746267254,4,512,128,0.3163310114484324,9.89782829069349e-05,6,COMPLETE
67,inf,2025-10-16 22:08:12.198190,2025-10-16 22:08:12.200350,0 days 00:00:00.002160,0.2960552981243837,2,256,16,0.0769569395678967,0.007416367143439671,2,COMPLETE
68,inf,2025-10-16 22:08:12.200575,2025-10-16 22:08:12.202865,0 days 00:00:00.002290,0.11983974095214914,8,128,32,0.04819123154634902,0.009913767453116139,4,COMPLETE
69,inf,2025-10-16 22:08:12.203092,2025-10-16 22:08:12.205507,0 days 00:00:00.002415,0.1927346435986122,16,64,16,0.11836224532931924,4.4879571547438014e-05,7,COMPLETE
70,inf,2025-10-16 22:08:12.205818,2025-10-16 22:08:12.208061,0 days 00:00:00.002243,0.49964431117666547,4,512,128,0.4218992482459756,3.199283573890603e-05,3,COMPLETE
71,inf,2025-10-16 22:08:12.208303,2025-10-16 22:08:12.210547,0 days 00:00:00.002244,0.38154669700754756,4,128,16,0.2970705205555849,0.0051168373788316665,4,COMPLETE
72,inf,2025-10-16 22:08:12.210803,2025-10-16 22:08:12.213344,0 days 00:00:00.002541,0.35815076372336685,4,128,16,0.36185634593554883,0.005816217633917235,5,COMPLETE
73,inf,2025-10-16 22:08:12.213640,2025-10-16 22:08:12.215964,0 days 00:00:00.002324,0.4709748205383462,4,128,16,0.32954874255400324,0.003100191703068652,4,COMPLETE
74,inf,2025-10-16 22:08:12.216234,2025-10-16 22:08:12.218615,0 days 00:00:00.002381,0.33415064877891176,8,256,16,0.38909148801713045,0.00807945630439233,3,COMPLETE
75,inf,2025-10-16 22:08:12.218855,2025-10-16 22:08:12.221184,0 days 00:00:00.002329,0.443782213224879,4,128,64,0.4641908024855286,7.511006876624525e-05,5,COMPLETE
76,inf,2025-10-16 22:08:12.221440,2025-10-16 22:08:12.223934,0 days 00:00:00.002494,0.31255321550007104,2,256,32,0.20228467211423984,1.8404627897704495e-05,6,COMPLETE
77,inf,2025-10-16 22:08:12.224176,2025-10-16 22:08:12.226471,0 days 00:00:00.002295,0.4123363903374847,8,512,16,0.40784786376095233,0.004167884800758331,8,COMPLETE
78,inf,2025-10-16 22:08:12.226707,2025-10-16 22:08:12.229098,0 days 00:00:00.002391,0.3717733832562789,4,256,128,0.36637811407178994,0.005522401789154668,2,COMPLETE
79,inf,2025-10-16 22:08:12.229321,2025-10-16 22:08:12.231719,0 days 00:00:00.002398,0.044326198491346,4,512,32,0.4537956017539442,0.00045654557615459613,7,COMPLETE
80,inf,2025-10-16 22:08:12.231990,2025-10-16 22:08:12.234262,0 days 00:00:00.002272,0.2220637061609359,16,128,16,0.3469437316931177,4.005147915893187e-05,3,COMPLETE
81,inf,2025-10-16 22:08:12.234485,2025-10-16 22:08:12.236834,0 days 00:00:00.002349,0.4744385414861602,4,64,128,0.3863301729332457,0.008157377487308142,5,COMPLETE
82,inf,2025-10-16 22:08:12.237118,2025-10-16 22:08:12.239841,0 days 00:00:00.002723,0.4583898354072216,4,64,128,0.39862217848322046,0.009956004035016034,5,COMPLETE
83,inf,2025-10-16 22:08:12.240139,2025-10-16 22:08:12.242500,0 days 00:00:00.002361,0.3946032939872528,4,64,128,0.4244546742708689,0.006513821194600249,6,COMPLETE
84,inf,2025-10-16 22:08:12.242726,2025-10-16 22:08:12.245120,0 days 00:00:00.002394,0.433471501860068,8,64,128,0.4793008546724552,2.6228771766887333e-05,4,COMPLETE
85,inf,2025-10-16 22:08:12.245355,2025-10-16 22:08:12.248000,0 days 00:00:00.002645,0.48527666568980377,2,256,128,0.26343210219412083,5.032775375120764e-05,5,COMPLETE
86,inf,2025-10-16 22:08:12.248249,2025-10-16 22:08:12.250682,0 days 00:00:00.002433,0.45045699819152324,4,512,32,0.011530103322097099,0.0035676499554881313,2,COMPLETE
87,inf,2025-10-16 22:08:12.250914,2025-10-16 22:08:12.253353,0 days 00:00:00.002439,0.28177671192755427,4,64,16,0.10464430883837979,0.002675906700459175,4,COMPLETE
88,inf,2025-10-16 22:08:12.253579,2025-10-16 22:08:12.256116,0 days 00:00:00.002537,0.4980668654067334,8,256,64,0.3799432440321213,0.00846443368880097,6,COMPLETE
89,inf,2025-10-16 22:08:12.256478,2025-10-16 22:08:12.258874,0 days 00:00:00.002396,0.42147159994196204,16,512,128,0.34238143826472067,0.00034485890140752785,5,COMPLETE
90,inf,2025-10-16 22:08:12.259116,2025-10-16 22:08:12.261528,0 days 00:00:00.002412,0.10867789165605057,2,256,32,0.4309065109031495,0.00490318533305276,5,COMPLETE
91,inf,2025-10-16 22:08:12.261759,2025-10-16 22:08:12.264457,0 days 00:00:00.002698,0.24310237732790713,2,256,128,0.22274979118081686,5.896806632697853e-05,8,COMPLETE
92,inf,2025-10-16 22:08:12.264768,2025-10-16 22:08:12.267135,0 days 00:00:00.002367,0.25423765128657294,2,256,128,0.20255662683297937,7.414904820883628e-05,8,COMPLETE
93,inf,2025-10-16 22:08:12.267371,2025-10-16 22:08:12.269844,0 days 00:00:00.002473,0.28035812428143725,2,256,128,0.1705575077414234,0.00016685327275061242,7,COMPLETE
94,inf,2025-10-16 22:08:12.270064,2025-10-16 22:08:12.272706,0 days 00:00:00.002642,0.30691778159766037,2,256,128,0.23724370566419242,9.772234744501807e-05,8,COMPLETE
95,inf,2025-10-16 22:08:12.272954,2025-10-16 22:08:12.275275,0 days 00:00:00.002321,0.33142634516853664,4,512,32,0.2951979358483283,0.006291463904070758,7,COMPLETE
96,inf,2025-10-16 22:08:12.275556,2025-10-16 22:08:12.278140,0 days 00:00:00.002584,0.35161363486244523,8,128,16,0.3726826930023666,2.2386890293870512e-05,6,COMPLETE
97,inf,2025-10-16 22:08:12.278418,2025-10-16 22:08:12.281046,0 days 00:00:00.002628,0.26947326005278827,4,256,128,0.32597824924206326,0.00023183234597919368,7,COMPLETE
98,inf,2025-10-16 22:08:12.281300,2025-10-16 22:08:12.283681,0 days 00:00:00.002381,0.2057950489427836,16,512,32,0.26898821405512063,0.0010343837170398008,2,COMPLETE
99,inf,2025-10-16 22:08:12.283905,2025-10-16 22:08:12.286364,0 days 00:00:00.002459,0.0141611911037803,2,64,16,0.12722140667869952,0.000574905419183174,6,COMPLETE
100,inf,2025-10-16 22:08:12.286591,2025-10-16 22:08:12.289330,0 days 00:00:00.002739,0.2278282144080786,4,128,128,0.44698426237352684,1.3060220510769899e-05,4,COMPLETE
101,inf,2025-10-16 22:08:12.289573,2025-10-16 22:08:12.292046,0 days 00:00:00.002473,0.1613100788363047,16,64,64,0.14484036763113362,0.0013863250402054957,3,COMPLETE
102,inf,2025-10-16 22:08:12.292271,2025-10-16 22:08:12.294806,0 days 00:00:00.002535,0.1909129322792017,16,64,64,0.49308095305902505,0.0008697499895309289,2,COMPLETE
103,inf,2025-10-16 22:08:12.295049,2025-10-16 22:08:12.297903,0 days 00:00:00.002854,0.14098134734404283,16,64,64,0.48093664623496835,0.0022082604860384296,3,COMPLETE
104,inf,2025-10-16 22:08:12.298172,2025-10-16 22:08:12.300669,0 days 00:00:00.002497,0.09551093450102402,16,256,64,0.41490041416683876,0.007560730150054916,2,COMPLETE
105,inf,2025-10-16 22:08:12.300894,2025-10-16 22:08:12.303398,0 days 00:00:00.002504,0.06854675773081381,8,512,32,0.28199259033011537,0.0017019065755591609,4,COMPLETE
106,inf,2025-10-16 22:08:12.303670,2025-10-16 22:08:12.306347,0 days 00:00:00.002677,0.3228866116541386,4,64,16,0.3993385515321931,0.0003683794886267367,5,COMPLETE
107,inf,2025-10-16 22:08:12.306624,2025-10-16 22:08:12.309208,0 days 00:00:00.002584,0.38774956191484644,16,256,64,0.31213325864280467,0.0006833979410064635,3,COMPLETE
108,inf,2025-10-16 22:08:12.309450,2025-10-16 22:08:12.312042,0 days 00:00:00.002592,0.3423023062336966,4,128,128,0.05753540461936241,0.0002626093587019353,2,COMPLETE
109,inf,2025-10-16 22:08:12.312287,2025-10-16 22:08:12.315033,0 days 00:00:00.002746,0.3659486390355511,8,512,32,0.08858883730367122,0.00011955724389272348,8,COMPLETE
110,inf,2025-10-16 22:08:12.315286,2025-10-16 22:08:12.317829,0 days 00:00:00.002543,0.05594209172036384,2,256,16,0.4716216500456589,0.00018995966936992238,4,COMPLETE
111,inf,2025-10-16 22:08:12.318058,2025-10-16 22:08:12.320619,0 days 00:00:00.002561,0.16832055203632615,4,256,32,0.02232679352371017,0.0014198242136537107,8,COMPLETE
112,inf,2025-10-16 22:08:12.320939,2025-10-16 22:08:12.323942,0 days 00:00:00.003003,0.2378511713507873,4,256,32,0.0447846460228996,0.0009720190365567459,7,COMPLETE
113,inf,2025-10-16 22:08:12.324225,2025-10-16 22:08:12.327252,0 days 00:00:00.003027,0.18986898379761602,4,256,32,0.07491962925108721,3.66980571158494e-05,8,COMPLETE
114,inf,2025-10-16 22:08:12.327525,2025-10-16 22:08:12.330211,0 days 00:00:00.002686,0.12799738025341267,4,256,32,0.21087254921466309,0.008928340407243638,8,COMPLETE
115,inf,2025-10-16 22:08:12.330551,2025-10-16 22:08:12.333175,0 days 00:00:00.002624,0.21403209002426835,4,128,128,0.0045235159432499145,0.0012121826291309542,5,COMPLETE
116,inf,2025-10-16 22:08:12.333440,2025-10-16 22:08:12.336034,0 days 00:00:00.002594,0.40181564506510636,4,512,32,0.16541011092584434,0.0019261256231044095,3,COMPLETE
117,inf,2025-10-16 22:08:12.336264,2025-10-16 22:08:12.339086,0 days 00:00:00.002822,0.284830911429669,8,64,16,0.23739755447741384,0.0031350499197359463,6,COMPLETE
118,inf,2025-10-16 22:08:12.339348,2025-10-16 22:08:12.341921,0 days 00:00:00.002573,0.2000111693733274,16,256,128,0.18521970785282563,1.1326890752512015e-05,2,COMPLETE
119,inf,2025-10-16 22:08:12.342144,2025-10-16 22:08:12.344823,0 days 00:00:00.002679,0.1495792932748765,4,512,32,0.45260963598456394,1.4774990500828946e-05,8,COMPLETE
120,inf,2025-10-16 22:08:12.345063,2025-10-16 22:08:12.347873,0 days 00:00:00.002810,0.2965701140566088,2,128,16,0.34832892529919035,2.740548538848087e-05,4,COMPLETE
121,inf,2025-10-16 22:08:12.348151,2025-10-16 22:08:12.350827,0 days 00:00:00.002676,0.17543719817535425,4,256,64,0.10810165277060536,0.0008136088876229418,7,COMPLETE
122,inf,2025-10-16 22:08:12.351070,2025-10-16 22:08:12.353765,0 days 00:00:00.002695,0.08071300641798611,4,256,64,0.14954858518377895,0.0016380351277314532,7,COMPLETE
123,inf,2025-10-16 22:08:12.354013,2025-10-16 22:08:12.356917,0 days 00:00:00.002904,0.22465741028969982,4,256,64,0.11599444142808722,0.0011588890011938464,5,COMPLETE
124,inf,2025-10-16 22:08:12.357158,2025-10-16 22:08:12.359805,0 days 00:00:00.002647,0.4621621316392819,4,256,64,0.12895294267569163,6.442402464986046e-05,8,COMPLETE
125,inf,2025-10-16 22:08:12.360045,2025-10-16 22:08:12.362755,0 days 00:00:00.002710,0.43812424207449935,8,256,128,0.1588028590439512,0.006947523229070798,6,COMPLETE
126,inf,2025-10-16 22:08:12.363011,2025-10-16 22:08:12.365765,0 days 00:00:00.002754,0.4830077157474931,4,64,64,0.43245168640446946,0.005670353890261562,7,COMPLETE
127,inf,2025-10-16 22:08:12.366036,2025-10-16 22:08:12.368740,0 days 00:00:00.002704,0.2496099106816566,4,512,32,0.4980812712394918,2.036995006648868e-05,6,COMPLETE
128,inf,2025-10-16 22:08:12.368997,2025-10-16 22:08:12.371757,0 days 00:00:00.002760,0.18436967527612114,2,256,16,0.2583385719197106,8.361891491695093e-05,5,COMPLETE
129,inf,2025-10-16 22:08:12.372134,2025-10-16 22:08:12.374899,0 days 00:00:00.002765,0.16356515283084502,16,128,128,0.0974941670054934,0.004757521408302914,8,COMPLETE
130,inf,2025-10-16 22:08:12.375162,2025-10-16 22:08:12.377773,0 days 00:00:00.002611,0.20450062093689336,4,256,32,0.3639962145274368,4.775136073544424e-05,7,COMPLETE
131,inf,2025-10-16 22:08:12.378014,2025-10-16 22:08:12.380949,0 days 00:00:00.002935,0.26021203673174137,4,256,128,0.30469220881410763,0.0005646599230816933,4,COMPLETE
132,inf,2025-10-16 22:08:12.381201,2025-10-16 22:08:12.383848,0 days 00:00:00.002647,0.23533842356007417,4,256,128,0.19319553829977057,0.0007661230233727325,4,COMPLETE
133,inf,2025-10-16 22:08:12.384070,2025-10-16 22:08:12.386817,0 days 00:00:00.002747,0.4153422816651189,4,256,128,0.3539152889445449,0.0004543669678377395,4,COMPLETE
134,inf,2025-10-16 22:08:12.387060,2025-10-16 22:08:12.389974,0 days 00:00:00.002914,0.2656898981586401,8,512,128,0.23278658793235532,0.002339328931788602,2,COMPLETE
135,inf,2025-10-16 22:08:12.390223,2025-10-16 22:08:12.392913,0 days 00:00:00.002690,0.03980979925635305,4,256,16,0.3243749787878095,0.0018833465090344831,5,COMPLETE
136,inf,2025-10-16 22:08:12.393153,2025-10-16 22:08:12.395963,0 days 00:00:00.002810,0.3756017147592442,2,64,128,0.24654435582287976,0.009866319461762283,4,COMPLETE
137,inf,2025-10-16 22:08:12.396231,2025-10-16 22:08:12.398931,0 days 00:00:00.002700,0.2511483342148128,4,256,64,0.3948584298192558,0.004188454692890221,3,COMPLETE
138,inf,2025-10-16 22:08:12.399228,2025-10-16 22:08:12.401940,0 days 00:00:00.002712,0.31074231783976747,16,512,128,0.375692141502706,0.001372143923940842,6,COMPLETE
139,inf,2025-10-16 22:08:12.402202,2025-10-16 22:08:12.405302,0 days 00:00:00.003100,0.2747638153091966,4,128,32,0.27875142701020006,0.00013523460748781792,8,COMPLETE
140,inf,2025-10-16 22:08:12.405575,2025-10-16 22:08:12.408213,0 days 00:00:00.002638,0.36248632736145403,8,256,16,0.41690975895841764,3.4065231696388204e-05,2,COMPLETE
141,inf,2025-10-16 22:08:12.408457,2025-10-16 22:08:12.411298,0 days 00:00:00.002841,0.34486946008837965,4,256,32,0.12386678111443378,0.0002855904434858085,6,COMPLETE
142,inf,2025-10-16 22:08:12.411540,2025-10-16 22:08:12.414396,0 days 00:00:00.002856,0.17599710296065538,4,256,32,0.33523830938468474,0.0004086862448276715,6,COMPLETE
143,inf,2025-10-16 22:08:12.414647,2025-10-16 22:08:12.417361,0 days 00:00:00.002714,0.14706568845373866,4,256,32,0.13269411942932594,0.0005072035285709146,5,COMPLETE
144,inf,2025-10-16 22:08:12.417600,2025-10-16 22:08:12.420389,0 days 00:00:00.002789,0.09458456419424754,4,256,32,0.08153377087648651,0.0006631502945123316,5,COMPLETE
145,inf,2025-10-16 22:08:12.420620,2025-10-16 22:08:12.423647,0 days 00:00:00.003027,0.21547224252007643,2,64,32,0.4067738319831044,0.0009751191617579799,6,COMPLETE
146,inf,2025-10-16 22:08:12.423898,2025-10-16 22:08:12.426638,0 days 00:00:00.002740,0.1982063562209216,4,512,128,0.1132255866658315,0.00022143850696313593,4,COMPLETE
147,inf,2025-10-16 22:08:12.426864,2025-10-16 22:08:12.429711,0 days 00:00:00.002847,0.06794819341836579,16,256,16,0.28742762202764116,0.0003418396429837305,6,COMPLETE
