순번,매장명,사업자번호,주소
505,땅스즉석떡볶이 서울성수점,3731701676,서울특별시 성동구 상원길 58 (성수동1가 )1층
506,백채김치찌개 금호역점,4391700813,서울특별시 성동구 장터길 27-2 (금호동3가 )1층
507,호식이두마리치킨 서울숲점,2081212627,서울특별시 성동구 성수이로 23 (성수동2가 )1층
508,레알간장게장 왕십리점,4204900687,서울특별시 성동구 고산자로 232 (행당동 )1층
509,60계치킨 서울성수점,3461402046,서울특별시 성동구 상원12길 34 (성수동1가 )1층 102호
510,홍익스테이크 왕십리점,6680101952,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)1동 1층 123호"
511,성식이네 매운닭발,2170948565,서울특별시 성동구 마장로 220 (홍익동 )1층
512,라이크어시네마 신금호점,1870202425,서울특별시 성동구 행당로 41 (금호동1가 )1층 라이크어시네가 신금호점
513,피자헛 왕십리한양대점,1208163948,서울특별시 성동구 왕십리로 259 (행당동 )3층
514,피자헛 금호사거리점,1208163948,서울특별시 성동구 금호로 62 (금호동1가 )1층
515,땅스부대찌개 서울성수점,3731701676,서울특별시 성동구 상원길 58 (성수동1가 )1층
516,해피치즈스마일 성수점,4478102579,"서울특별시 성동구 뚝섬로17가길 48 (성수동2가, 성수에이원 지식산업센터 )102호"
517,원할머니보쌈족발 용답답십점,2280762957,서울특별시 성동구 용답중앙15길 17 (용답동 )1층
518,파바포장-파리바게뜨 금호역점,5753900275,"서울특별시 성동구 동호로 93 (금호동4가, 브라운스톤 금호2차 201)401동 지2층 4호"
519,지하대피소,1061344311,서울특별시 성동구 동일로43길 1 (송정동 )지하층
520,파리바게뜨 금호역점,5753900275,"서울특별시 성동구 동호로 93 (금호동4가, 브라운스톤 금호2차 201)401동 지2층 4호"
521,연탄직화닭발,1144200347,서울특별시 성동구 용답19길 14-1 (용답동 )1층
522,금성면옥,6650302354,서울특별시 성동구 금호산2길 8 (금호동3가 )1층 102호
523,빨간마초닭발 성수점,7233200477,서울특별시 성동구 성덕정길 44 (성수동1가 )
524,애프터드링크버거,3793001014,"서울특별시 성동구 왕십리로 294-2 (행당동, 대도빌딩 )1층"
525,하남돼지집 왕십리역점,4753800207,서울특별시 성동구 왕십리로 311-1 (행당동 )1층
526,소곱창전문점 곱창히어로,1112799116,서울특별시 성동구 마장로 209 (홍익동 )102호
527,불티나는 압력솥 김치찜 1392,7944800034,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 2층"
528,명인갈비 성수점,6644100637,"서울특별시 성동구 성덕정15길 12 (성수동2가, 성동상가아파트 )1층 3호"
529,땅스부대찌개 용답로데오점,3082001653,"서울특별시 성동구 용답중앙15길 2 (용답동, 정치과의원 )1층(용답동)"
530,마라영웅 금호점,5597400274,서울특별시 성동구 장터길 38-1 (금호동4가 )지하3층
531,버거쑈,5101766564,"서울특별시 성동구 마조로 35 (행당동, 서전빌딩 )지상1층 101호"
532,에그드랍 성수역점,2721301069,서울특별시 성동구 아차산로7길 9-2 (성수동2가 )1층
533,푸른바다 생선구이 탕 & 조림 전문점,3555700281,서울특별시 성동구 무학로2나길 28 (도선동 )1층
534,화이트비치,3720601702,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 109동, C동)센트라스 상가 C동 106호"
535,KFC 왕십리역사점,2018189723,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사 )1층 C-02호"
536,서박사부대찌개 금호점,7401201060,서울특별시 성동구 금호산길 42 (금호동2가 )1층
537,타쿠,7697400115,서울특별시 성동구 용답중앙길 47-1 (용답동 )1층
538,멘부리,3732101407,서울특별시 성동구 무수막길 89-5 (금호동2가 )2층
539,스파게티스토리 왕십리뉴타운점,1164100666,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)아이동 124호"
540,바코드커피,2344500400,서울특별시 성동구 무학봉15다길 4 (하왕십리동 )1층
541,맵당 매운갈비찜한양대점,4391701772,서울특별시 성동구 마조로7길 14 (행당동 )2층
542,보끔당,4798502098,"서울특별시 성동구 아차산로 103 (성수동2가, 영동테크노타워 )102호"
543,안주한입 술한잔,8504200744,서울특별시 성동구 광나루로11길 13-1 (송정동)1층
544,또야네집밥,4821001627,서울특별시 성동구 고산자로6길 31-2 (행당제1동)1층
545,방가네소고기국밥,1351439147,서울특별시 성동구 무학로6길 36 (왕십리도선동)1층
546,바사칸동네치킨 성동1호점,5101151017,서울특별시 성동구 행당로17길 42 (왕십리제2동)1층
547,땅스즉석떡볶이 서울금호점,4794000726,서울특별시 성동구 장터길 43-3 (금호2.3가동)1층
548,에그박스 상왕십리점,7930901725,서울특별시 성동구 왕십리로 359 (하왕십리동 )1층
549,과자점 진심,3111269561,"서울특별시 성동구 독서당로 166 (옥수동, 한남 더 리버 오피스텔 )104호"
550,포메인레드  왕십리점,6022392760,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사 )3층 RE-04-1호"
551,포도빵집,4174110688,서울특별시 성동구 서울숲7길 9-1 (성수동1가 )1층
552,모퉁이와플,1504200362,서울특별시 성동구 상원1길 33 (성수동1가 )1층
553,차이니포,5465400663,서울특별시 성동구 무수막길 89-5 (금호동2가 )1층 101호
554,영주식당,6281601735,서울특별시 성동구 마장로 203 (홍익동 )1층
555,한마음 왕족발,2062839392,서울특별시 성동구 무학봉15가길 7 (하왕십리동 )1층
556,식물원김밥,8353301174,"서울특별시 성동구 무학로 33 (하왕십리동, 텐즈힐 101동)155동 101호"
557,족보잇는국밥 밀면 딜리버리,8331001349,서울특별시 성동구 마장로27길 4 (마장동 )1층
558,낙곱새의정석 사위식당 성수점,2507800282,"서울특별시 성동구 연무장5길 9-16 (성수동2가, 블루스톤타워 )지하1층 102호"
559,마장감자탕&곰탕,4140822456,서울특별시 성동구 마장로23길 7 (홍익동 )1층 1호
560,대끼리 곱창대창 전골 광진성동점,7032601113,서울특별시 성동구 동일로59길 4 (송정동)1층 101호
561,선굼터 답십리점,2062232567,서울특별시 성동구 용답중앙15길 5 (용답동)1층
562,한양대육회집,5591202202,서울특별시 성동구 마조로7길 6 (행당동 )지하1층
563,최고당불냉면&돈까스(신금호점),7373001020,서울특별시 성동구 금호산길 58 (금호2.3가동)1층 101호
564,오늘도 빙수 왕십리점,3640902069,서울특별시 성동구 무학봉16길 26-9 (행당동 )지1층(행당동)
565,죽이요 행당점,4845300558,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층(코너 두번째 상가)
566,88매운떡볶이 행당점,4056200256,서울특별시 성동구 행당로 133 (행당제1동)지하1층
567,카페희다 왕십리센트라스점,4961801563,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)I동 1층 127호"
568,마이요거트립 아이스크림 금호점,3462701329,"서울특별시 성동구 금호로 40 (금호동4가, 힐스테이트 서울숲리버 114동)상가동 지2층 12호"
569,가장맛있는족발 답십리역점,7131600882,서울특별시 성동구 용답중앙15길 7-1 (용답동 )1동
570,연어아저씨,8854400633,서울특별시 성동구 용답중앙15길 15-6 (용답동 )
571,북촌손만두 성수역점,2186400108,"서울특별시 성동구 아차산로7길 7 (성수동2가, 동진빌딩 가동)1층"
572,와플대학 신금호역캠퍼스점,6720302667,서울특별시 성동구 금호산길 67 (금호2.3가동)1층
573,파바포장-파리바게뜨 PB한양대학교병원점,5278501267,"서울특별시 성동구 왕십리로 222-1 (사근동, 한양대학교병원 )1층"
574,파리바게뜨 PB한양대학교병원점,5278501267,"서울특별시 성동구 왕십리로 222-1 (사근동, 한양대학교병원 )1층"
575,대만 도삭 우육면&밥 행당점,5912101437,서울특별시 성동구 왕십리로21길 30 (행당제1동)1층
576,김한수,5032199399,서울특별시 성동구 고산자로8길 23-1 (행당제1동)1층
577,순살몬스터 금호마을점,1387300202,서울특별시 성동구 무수막길 62 (금호2.3가동)1층
578,티바두마리치킨,1387300202,서울특별시 성동구 무수막길 62 (금호2.3가동)1층
579,음식공작소 충무김밥,4031722031,서울특별시 성동구 광나루로11길 36 (송정동)1층
580,장담그는 언니덮밥,4031722031,서울특별시 성동구 광나루로11길 36 (송정동)1층
581,짱닭치킨 신금호점,2063052137,서울특별시 성동구 무수막길 82 (금호2.3가동)지상 1층
582,싸다김밥 한양대점,4368702455,서울특별시 성동구 마조로 27 (사근동)1층
583,미미마라탕,5912101437,서울특별시 성동구 왕십리로21길 30 (행당제1동)1층
584,뚱타코&타코야끼카페,2126200580,서울특별시 성동구 왕십리로21길 11 (행당제1동)1층 (행당동)
585,본도시락&샐러드 한양대후문점,2063133781,서울특별시 성동구 마조로 34 (사근동)
586,본도시락 한양대후문점,2063133781,서울특별시 성동구 마조로 34 (사근동)
587,부산낙곱새회관 성동도선점,8920100861,"서울특별시 성동구 무학로6길 50 (왕십리도선동,성동삼성쉐르빌)101동 1층 160호(도선동, 성동삼성쉐르빌)"
588,무한 왕십리장어,2063162272,"서울특별시 성동구 왕십리로 327 (왕십리제2동)(하왕십리동, 2층 1호"
589,테트리스찜닭 왕십리점,8730301223,서울특별시 성동구 고산자로8길 20 (행당제1동)1층 2호(행당동)
590,왕십리정부네곱창,1072812591,서울특별시 성동구 마장로 228-24 (왕십리도선동)1층
591,드림정 고구마&카페,2075000305,"서울특별시 성동구 용답19길 12-1 (용답동)1층,(용답동)"
592,죽이요 행당점,2173101178,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층
593,탄탄면공방,3631501471,"서울특별시 성동구 왕십리로20길 36-1 (왕십리도선동,뉴센트빌)1층, 101호(홍익동, 뉴센트빌)"
594,고니야 밀푀유,3631501471,"서울특별시 성동구 왕십리로20길 36-1 (왕십리도선동,뉴센트빌)1층, 101호(홍익동, 뉴센트빌)"
595,영구스피자 성수점,2060195306,서울특별시 성동구 성덕정길 25 (성수1가제1동)1층
596,티바두마리치킨 성수화양점,2041720756,"서울특별시 성동구 성수일로8길 47 (성수2가제3동,성수동 롯데캐슬파크)104"
597,이삭토스트 행당점,8570700050,서울특별시 성동구 행당로 119 (행당제1동)1층
598,이삭토스트 한양대점,6311101866,서울특별시 성동구 마조로 24 (사근동)1층(행당동)
599,이삭토스트 성수2가점,7431101102,서울특별시 성동구 광나루로6길 35 (성수2가제3동)1층 107호
600,본죽 &비빔밥 성수힐스테이트점,2160372003,서울특별시 성동구 성수일로4길 37 (성수2가제1동)1층
601,규리네과일가게 성수본점,7161300987,서울특별시 성동구 뚝섬로 392 (성수2가제1동)1층
602,푸른바다찜탕&아구찜해물찜,4070962398,서울특별시 성동구 용답25다길 23 (용답동)1층(용답동)
603,두찜 한양대점,7611701344,서울특별시 성동구 살곶이길 346-1 (행당동 )1층
604,두찜 성동금호점,3741301180,서울특별시 성동구 독서당로 303-10 (금호동3가 )1층
605,취향저격안심탕수육성동구점,6140648125,서울특별시 성동구 살곶이8길 2 (사근동)지1층
606,야꼬닭숯불바베큐성동구점,6140648125,서울특별시 성동구 살곶이8길 2 (사근동)지1층
607,둘둘치킨 옥수역점,2063209139,서울특별시 성동구 한림말5길 11 (옥수동)바로바로빌딩 1층
608,호식이두마리치킨 옥수점,2355200643,서울특별시 성동구 한림말길 31 (옥수동)110호
609,샐러디 성수점,2020468434,서울특별시 성동구 성수일로10길 26 (성수2가제3동)하우스디 세종타워 상가동 1층 104호
610,또와분식,4762500705,서울특별시 성동구 마장로35나길 40 (마장동)1층 101호
611,봉평옹심이메밀칼국수,1695700337,서울특별시 성동구 용답19길 11-1 (용답동)1층
612,또야네보쌈,4821001627,서울특별시 성동구 고산자로6길 31-2 (행당제1동)1층
613,매우당 매운갈비찜 금호점,1723600721,서울특별시 성동구 독서당로 299-6 (금호2.3가동)1층
614,파스쿠찌 신금호역점,2068686352,"서울특별시 성동구 무수막길 95 (금호동2가, 솔베이그 )1,2층 금호동2가"
615,족발야시장 성수점,6180976226,서울특별시 성동구 광나루로 325 (송정동)1층
616,더킹돈 뚝섬점,1893301014,서울특별시 성동구 상원길 46 (성수1가제2동)1층
617,피터팬 돈까스 스파게티,2061626711,서울특별시 성동구 성덕정15길 6-39 (성수2가제1동)1층
618,참참치킨,3152263613,서울특별시 성동구 성덕정길 99 (성수2가제1동)1층
619,배스킨라빈스 행당점,8810601448,서울특별시 성동구 행당로 101 (행당동 )1층
620,배스킨라빈스 한양대점,2062475236,"서울특별시 성동구 마조로 25 (행당동, 제일빌딩 )103.5호"
621,배스킨라빈스 왕십리역사점,2068526191,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사 )2층"
622,배스킨라빈스 옥수역점,5362600756,"서울특별시 성동구 한림말1길 10 (옥수동, 예건네스빌 )101호"
623,배스킨라빈스 성수이마트점,2062076862,"서울특별시 성동구 뚝섬로 379 (성수동2가, 이마트 성수점 )이마트 3층"
624,배스킨라빈스 성수역점,2063078078,서울특별시 성동구 아차산로7길 4 (성수동2가 )1층
625,배스킨라빈스 성동금호점,3570700069,서울특별시 성동구 독서당로 314 (금호동4가 )1층
626,배스킨라빈스 서울숲점,3742300399,"서울특별시 성동구 왕십리로 114 (성수동1가, 신한빌딩 )지상1층"
627,던킨 왕십리민자역사점,2068526186,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사 )1층"
628,던킨 신금호역파크자이점,6352001123,"서울특별시 성동구 금호로 173 (금호동2가, 신금호파크자이 101동)상가동 지1층 15호"
629,파바포장-파리바게뜨 행당점,7122900268,"서울특별시 성동구 행당로6길 97 (행당동, 행당한진타운 성광교회 )B2층 비203호,비208호"
630,파바포장-파리바게뜨 한양대점,6631900929,서울특별시 성동구 사근동길 2 (행당동 )
631,파바포장-파리바게뜨 왕십리텐즈힐점,4590100359,"서울특별시 성동구 무학로 33 (하왕십리동, 텐즈힐 151동(상가))1층 101호"
632,파바포장-파리바게뜨 왕십리점,2061681413,"서울특별시 성동구 왕십리로 328 (도선동 )1,2층"
633,파바포장-파리바게뜨 왕십리역사점,2062453227,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사 )지상2층"
634,파바포장-파리바게뜨 왕십리무학점,1643100593,"서울특별시 성동구 왕십리로 355 (하왕십리동, 새성동빌딩 )1층"
635,파바포장-파리바게뜨 신금호역점,2063230781,"서울특별시 성동구 금호산길 65 (금호동2가 )1층,2층"
636,파바포장-파리바게뜨 성동세무서점,1322078439,"서울특별시 성동구 광나루로 319 (송정동, 바른이치과 )"
637,파바포장-파리바게뜨 성동금호점,1061365558,서울특별시 성동구 독서당로 312 (금호동4가 )1층
638,파바포장-파리바게뜨 성동구민회관점,4475100410,"서울특별시 성동구 고산자로6길 40 (행당동, 행당동 레몬프라자 )118,120호"
639,파바포장-파리바게뜨 마장역점,2310601401,"서울특별시 성동구 마장로 283 (마장동, 동호빌딩 )1층"
640,파바포장-파리바게뜨 서울숲역점,2060681675,서울특별시 성동구 왕십리로 92 (성수동1가 )
641,파바포장-파리바게뜨 뚝섬역점,4112908988,"서울특별시 성동구 상원길 39 (성수동1가, 중앙하이츠빌 상가)105호,106호,107호"
642,파바포장-파리바게뜨 뚝도시장점,2061135836,서울특별시 성동구 둘레11길 25 (성수동2가 )1층
643,파바포장-파리바게뜨 금호1가점,6501301274,서울특별시 성동구 난계로 35 (금호동1가 )1층
644,지코바 성수1호점,2525400604,서울특별시 성동구 광나루로 156 (성수1가제2동)지코바
645,파리바게뜨 성동구민회관점,4475100410,"서울특별시 성동구 고산자로6길 40 (행당동, 행당동 레몬프라자 )118,120호"
646,파리바게뜨 뚝섬역점,4112908988,"서울특별시 성동구 상원길 39 (성수동1가, 중앙하이츠빌 상가)105호,106호,107호"
647,파리바게뜨 성동금호점,1061365558,서울특별시 성동구 독서당로 312 (금호동4가 )1층
648,파리바게뜨 마장역점,2310601401,"서울특별시 성동구 마장로 283 (마장동, 동호빌딩 )1층"
649,파리바게뜨 왕십리무학점,1643100593,"서울특별시 성동구 왕십리로 355 (하왕십리동, 새성동빌딩 )1층"
650,파리바게뜨 행당점,7122900268,"서울특별시 성동구 행당로6길 97 (행당동, 행당한진타운 성광교회 )B2층 비203호,비208호"
651,파리바게뜨 왕십리텐즈힐점,4590100359,"서울특별시 성동구 무학로 33 (하왕십리동, 텐즈힐 151동(상가))1층 101호"
652,파리바게뜨 신금호역점,2063230781,"서울특별시 성동구 금호산길 65 (금호동2가 )1층,2층"
653,파리바게뜨 성동세무서점,1322078439,"서울특별시 성동구 광나루로 319 (송정동, 바른이치과 )"
654,파리바게뜨 왕십리점,2061681413,"서울특별시 성동구 왕십리로 328 (도선동 )1,2층"
655,파리바게뜨 뚝도시장점,2061135836,서울특별시 성동구 둘레11길 25 (성수동2가 )1층
656,파리바게뜨 서울숲역점,2060681675,서울특별시 성동구 왕십리로 92 (성수동1가 )
657,파리바게뜨 금호1가점,6501301274,서울특별시 성동구 난계로 35 (금호동1가 )1층
658,파리바게뜨 한양대점,6631900929,서울특별시 성동구 사근동길 2 (행당동 )
659,파리바게뜨 왕십리역사점,2062453227,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사 )지상2층"
660,알촌 한양대점,3331400019,서울특별시 성동구 마조로3길 6 (사근동)
661,1392 압력솥사골김치찜,8827300366,서울특별시 성동구 동일로59길 4 (송정동 )1층
662,자담치킨 행당점,5032199399,서울특별시 성동구 고산자로8길 23-1 (행당제1동)1층
663,크로플각 금호점,4752001744,서울특별시 성동구 독서당로46가길 4 (금호4가동)지1층
664,푸라닭 성수1가점,5470102353,서울특별시 성동구 성수일로 10 (성수1가제1동)1층 103호
665,푸라닭 응봉점,8240301707,"서울특별시 성동구 독서당로 384 (응봉동, 중앙노인정 )1층 101호"
666,이쉐프의 회뜰레옹,6957500368,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)153동 1층 102호"
667,뉴비어양꼬치&마라탕,3554800713,서울특별시 성동구 용답중앙15길 1 (용답동)2층 (용답동)
668,하노이응우엔쌀국수&숯불구이 왕십리,4330502009,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)엘동 지하1층 B126호"
669,아수라떡볶이 상왕십리점,4330502009,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)엘동 지하1층 B126호"
670,냉면장인 임사부,4330502009,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)엘동 지하1층 B126호"
671,맘스터치 행당역점,4713300909,서울특별시 성동구 고산자로 201 (행당제2동)1층
672,맘스터치 한양대점,2332700136,서울특별시 성동구 마조로 31 (사근동)2층
673,시카고부대찌개 왕십리점,6182618427,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1144호-1145호"
674,울엄마김치찜갈비찜 황학사거리점,6182618427,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1144호-1145호"
675,맘스터치 신금호역점,4304800315,서울특별시 성동구 금호로 160 (금호1가동)지1층
676,일미리금계찜닭 텐즈힐점,2011093208,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 134호 (상왕십리동, 왕십리뉴타운제2구역 텐즈힐아파트상가)"
677,야미마라탕,3431801556,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)151동 1층 106호"
678,맛드림우거지감자탕,3431801556,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)151동 1층 106호"
679,두찜 성동왕십리점,2925700471,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)402동 1층 115호 (상왕십리동, 텐즈힐)"
680,맘스터치 성수역점,8481801478,서울특별시 성동구 성수이로20길 3 (성수2가제3동)1층 103호
681,초밥짓는 정노,4305300056,서울특별시 성동구 용답중앙15길 9 (용답동)1층
682,BHC 행당점,2492501344,서울특별시 성동구 무학봉길 43 (왕십리제2동)1층
683,럼프슈가,2042919612,서울특별시 성동구 용답29길 28 (용답동)1층 럼프슈가
684,맘스터치 성동금호점,8104100642,서울특별시 성동구 독서당로 296-1 (금호4가동)1층
685,식사준비 옥수점[밀키트],2913000938,서울특별시 성동구 독서당로 223 (옥수동)지하4층
686,커피사피엔스 성수현대테라스점,8960901489,서울특별시 성동구 연무장5가길 7 (성수2가제3동)1층 108호
687,누루주먹밥 왕십리뉴타운점,1092498734,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)1층"
688,함흥순대국,2063030808,서울특별시 성동구 금호로 82-1 (금호1가동)1층
689,철순이네 김치찌개 왕십리점,8662800627,서울특별시 성동구 고산자로 290-10 (행당제1동)1층
690,또래오래-성동행당점,2061598085,서울특별시 성동구 고산자로6가길 44 (행당제1동)
691,죽사랑,3094400099,서울특별시 성동구 상원10길 8-1 (성수1가제2동)성수동 1가
692,혼밥대왕 도시락 왕십리점,7081201197,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)1층
693,베이킷 업,1823700953,서울특별시 성동구 광나루로11길 26 (송정동)1층 101호
694,마라민족 마라탕 마라샹궈,2576700370,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)I동 1층 125호"
695,배떡 왕십리점,6634600584,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)D동 B101호"
696,일정,2142086153,서울특별시 성동구 성덕정길 44 (성수1가제1동)1층
697,토마토피자 광진성동점,4060229325,서울특별시 성동구 광나루로11길 50 (송정동)102호(송정동)
698,생활맥주 옥수역점,2738500605,서울특별시 성동구 한림말5길 17 (옥수동)102호
699,착한족발,2063186916,서울특별시 성동구 뚝섬로 396 (성수2가제1동)1층동
700,생활맥주 한양대점,7358501306,서울특별시 성동구 마조로7길 10 (사근동)1층
701,옥수동 묵은지 김치찜 ,8651201582,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 202호
702,화채꽃,8651201582,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 202호
703,교촌치킨 금호역점,2063081632,서울특별시 성동구 장터길 26 (금호4가동)1층
704,김종용누룽지통닭,1010356467,"서울특별시 성동구 마조로5길 7 (사근동)1,2층"
705,샐러디 한양대점,1877600428,서울특별시 성동구 마조로 24 (사근동)102호
706,최고당돈가스 신금호점,7373001020,서울특별시 성동구 금호산길 58 (금호2.3가동)1층 101호
707,BHC 금호점,8491501655,서울특별시 성동구 금호산2길 11-1 (금호2.3가동)1층 101호
708,옥수참치,6075295836,서울특별시 성동구 한림말1길 14 (옥수동)1층
709,굽네치킨&피자 상왕십리역점,7110802104,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 L동)L동 111호"
710,모모타코 용답본점,5094800606,서울특별시 성동구 용답19길 18-1 (용답동)1층
711,이라이 타코야끼&카페,8766800289,서울특별시 성동구 용답중앙11길 2 (용답동)1층
712,강떡즉석떡볶이,7220302147,서울특별시 성동구 왕십리로21길 19 (행당제1동)1층
713,샵샤브,2940302093,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)401동 1층 109호"
714,슬기로운혼밥생활 2호점,6381701423,서울특별시 성동구 무학로8길 11 (왕십리도선동)102호
715,청담낙곱새,6381701423,서울특별시 성동구 무학로8길 11 (왕십리도선동)102호
716,명품숯불돼지갈비,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
717,청담곱떡,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
718,가츠로케,2063121233,서울특별시 성동구 금호로 102 (금호1가동)
719,행복한 죽,4590601727,서울특별시 성동구 행당로 112 (행당제2동)1층
720,이땔리면옥&곱떡,3071047579,서울특별시 성동구 왕십리로24길 13 (왕십리도선동)1층 
721,계동치킨 금호점,2204700462,서울특별시 성동구 장터길 33 (금호2.3가동)1층 102호
722,욕쟁이할매불냉면 성동점,8380502257,서울특별시 성동구 왕십리로24길 29 (왕십리도선동)103호
723,열정국밥,6012445320,서울특별시 성동구 금호산2길 29-5 (금호동3가)1층 101호
724,하오마라 마라탕 용답점,4531001861,서울특별시 성동구 용답중앙15길 3 (용답동)2층
725,누들보쌈배달만족 왕십리점,7944800034,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 2층"
726,집으로 간 참치 왕십리점,5316400485,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1132호"
727,오일매니아,2063198353,서울특별시 성동구 청계천로 426 (왕십리도선동)1층
728,카르페디엠,2063198353,서울특별시 성동구 청계천로 426 (왕십리도선동)1층
729,아차산 매운떡볶이 성동금호점,3892101101,서울특별시 성동구 금호산2길 5 (금호2.3가동)1층
730,모던키친,3892101101,서울특별시 성동구 금호산2길 5 (금호2.3가동)1층
731,카페일리터 성동점,7370101641,서울특별시 성동구 왕십리로 286 (행당제1동)1층
732,밥도둑 한끼뚝딱,5465200524,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)2호
733,고기왕창자이언트 비빔밥&덮밥,5465200524,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)2호
734,자담치킨 서울금호점,8391701685,서울특별시 성동구 금호로 158 (금호1가동)1층
735,참나라숯불바베큐,2061081935,서울특별시 성동구 무수막길 3 (금호2.3가동)101호
736,카페인중독 왕십리점,8834000639,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)403동 1층 126호"
737,우여사 짜글이,8827300366,서울특별시 성동구 동일로59길 4 (송정동 )1층
738,서울감자탕,7454400392,"서울특별시 성동구 자동차시장1길 94-15 (용답동, 오르세오피스텔)1층 106호"
739,우미도시락,7454400392,"서울특별시 성동구 자동차시장1길 94-15 (용답동, 오르세오피스텔)1층 106호"
740,과일메이드,1171826467,서울특별시 성동구 마장로23길 2-1 (왕십리도선동)1층
741,크리스탈드래곤 홍콩음식점,2985600491,서울특별시 성동구 아차산로17길 48 (성수2가제3동)지하1층 RB110호
742,담초밥,4845300558,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층(코너 두번째 상가)
743,담식당,4845300558,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층(코너 두번째 상가)
744,챔스빈커피 상왕십리점,6140196108,서울특별시 성동구 무학로 8-3 (왕십리도선동)1층
745,박가부대&치즈닭갈비 성수코오롱디지털밸리점,2062798623,서울특별시 성동구 성수이로7길 27 (성수2가제1동)성수코오롱디지털밸리 지하1층 102호
746,박가부대 닭갈비도시락 성수코오롱디지털밸리점,2062798623,서울특별시 성동구 성수이로7길 27 (성수2가제1동)성수코오롱디지털밸리 지하1층 102호
747,영자네곱창 금호점,4914000518,서울특별시 성동구 무수막길 91-1 (금호2.3가동)
748,하노이별 행당점,6811900683,서울특별시 성동구 행당로 125-4 (행당제1동)지하 1층
749,고피자 행당점,7764500506,"서울특별시 성동구 행당로 101 (행당제2동)1층, 101, 102호"
750,이삭토스트 행당점 (포장),8570700050,서울특별시 성동구 행당로 119 (행당제1동)1층
751,이삭토스트 한양대점 (포장),6311101866,서울특별시 성동구 마조로 24 (사근동)1층(행당동)
752,돈치돈치 두루치기(짜글이)의 데일리한끼 행당시장점,4465700627,서울특별시 성동구 무학봉28길 4-1 (왕십리제2동)지하1층 
753,돈치돈치 두루치기&짜글이 왕십리점 ,4465700627,서울특별시 성동구 무학봉28길 4-1 (왕십리제2동)지하1층 
754,이삭토스트 성수2가점 (포장),7431101102,서울특별시 성동구 광나루로6길 35 (성수2가제3동)1층 107호
755,광릉숯불고기101,6992300717,서울특별시 성동구 상원10길 3 (성수1가제2동)1층
756,낭만시스터 성수점,6992300717,서울특별시 성동구 상원10길 3 (성수1가제2동)1층
757,천연냉면,8870402209,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)156동 1층 105호"
758,용답시장 해원횟집,2062232567,서울특별시 성동구 용답중앙15길 5 (용답동)1층
759,404 김밥,6945600568,서울특별시 성동구 무학로 8-1 (왕십리도선동)1층
760,해양,2110982226,"서울특별시 성동구 금호로 17 (금호4가동,서울숲2차푸르지오)지하1층 108호"
761,윤경,8871401174,"서울특별시 성동구 아차산로 3 (성수1가제2동)101,102호"
