순번,매장명,사업자번호,주소
250,스트릿1988 행당점,5690402349,서울특별시 성동구 행당로 129 (행당동 )1층
251,맘스터치 왕십리뉴타운점,5723901125,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)I동 1층 162호"
252,애플꼬마김밥 왕십리점,1218136352,서울특별시 성동구 왕십리로 336 (도선동 왕십리렉스프리미엄오피스텔)1층 104호
253,띵똥와플&요거트아이스크림 왕십리점,5196300135,서울특별시 성동구 마조로1길 32 (행당동 )1층
254,요요일 요거트 아이스크림,2801901529,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 110동, D동)2층 201호"
255,가나점보돈까스,8871801361,서울특별시 성동구 고산자로8길 12 (행당동 )1층
256,성수차이나,2043362061,서울특별시 성동구 아차산로7길 20 (성수동2가 )1층
257,셰지 아베크 상수현,3998702006,서울특별시 성동구 서울숲2길 44-7 (성수동1가 )2층
258,파바포장-파리바게뜨 금호역점,1073779615,"서울특별시 성동구 동호로 93 (금호동4가, 브라운스톤 금호2차 201)401동 지2층 4호"
259,파리바게뜨 금호역점,1073779615,"서울특별시 성동구 동호로 93 (금호동4가, 브라운스톤 금호2차 201)401동 지2층 4호"
260,엔 젤라또 아이스크림,4590601727,서울특별시 성동구 행당로 112 (행당제2동)1층
261,만두 트럭 행당점,4590601727,서울특별시 성동구 행당로 112 (행당제2동)1층
262,미쳐버린파닭,7831000782,서울특별시 성동구 광나루로11길 54 (송정동 )지하1층
263,샐러드 넘버6,1043527040,서울특별시 성동구 왕십리로8길 15 (성수동1가 )1층
264,산채보리밥&비빔밥 심토불이,7065900576,서울특별시 성동구 성덕정길 141 (성수동2가 )1층
265,도미노피자 왕십리점,2063057525,서울특별시 성동구 난계로 81 (하왕십리동 )지상 1층
266,대만 도삭 우육면밥 뚝섬점,4654101077,"서울특별시 성동구 성수일로 99 (성수동1가, 서울숲AK밸리 지식산업센터 )1층 104호"
267,효자동설렁탕 왕십리뉴타운점,8350402440,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 153타워)105호 효자동설렁탕 왕십리뉴타운점"
268,도미노피자 서울숲점,2063166341,"서울특별시 성동구 뚝섬로 327 (성수동1가 )1층 12,13,14호"
269,유향소,2100649392,서울특별시 성동구 광나루로 248-1 (성수동2가 )성수동2가
270,후쿠오네 짜글이,5800602393,서울특별시 성동구 광나루로11길 42 (송정동 )1층 1호
271,대찌 대파생고기김치찌개,5800602393,서울특별시 성동구 광나루로11길 42 (송정동 )1층 1호
272,정육왕 국물두루치기 ,5800602393,서울특별시 성동구 광나루로11길 42 (송정동 )1층 1호
273,도미노피자 행당점,2060346736,"서울특별시 성동구 고산자로 308 (마장동, 동남빌딩 )"
274,아워킬리바,6470402450,서울특별시 성동구 용답29길 26 (용답동 )1층
275,잇덴굿 왕십리점,6921301958,"서울특별시 성동구 고산자로 284 (행당동, 성동샤르망 )1층 122호"
276,쫑스밀,1994400978,"서울특별시 성동구 성수일로8길 5 (성수동2가, 서울숲 SK V1 TOWER A동)1층 103호"
277,오리오리,7312800563,서울특별시 성동구 무학로6길 18 (도선동 )1층
278,마장동 백정 생갈비찜,2521701291,서울특별시 성동구 마장로27길 14 (마장동 )1층
279,돼치집,4761701465,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 201호
280,짜글이용사 성공담,8651201582,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 202호
281,곱도리탕부터 시작하는 자영업생활,4761701465,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 201호
282,프리텐더스,1363501106,서울특별시 성동구 무학로 8 (도선동 )104호
283,동강,2571302093,"서울특별시 성동구 동일로 143 (성수동2가, 성수1차 대우아파트 )1층 110호"
284,근돼국밥 광진점,5800602393,서울특별시 성동구 광나루로11길 42 (송정동 )1층 1호
285,더착한오리,1120788725,서울특별시 성동구 왕십리로20길 45-1 (홍익동 )1층
286,굽네치킨&피자 금호1가응봉점 ,3606400054,서울특별시 성동구 금호로 62-1 (금호동1가 )1층
287,우프,6490200866,서울특별시 성동구 서울숲4길 16-19 (성수동1가 )2층
288,도미노피자 옥수점,2068509023,"서울특별시 성동구 독서당로 212 (옥수동, 동호빌딩 )1층"
289,파파존스 옥수점,2061998517,서울특별시 성동구 매봉길 2 (옥수동 )1층
290,준이네 닭발,1821801631,서울특별시 성동구 독서당로 276 (금호4가동)1층 102호 
291,파파존스 왕십리점,2063201103,"서울특별시 성동구 독서당로 434 (응봉동, 대림종합상가 )1층 104,105,106호"
292,파파존스 성수점,3667900361,"서울특별시 성동구 왕십리로 114 (성수동1가, 신한빌딩 )2층 202호"
293,면옥수제비닭갈비,2061777556,서울특별시 성동구 왕십리로 319 (행당제1동)
294,롸버트 치킨 성수점,5051664932,"서울특별시 성동구 아차산로17길 49 (성수동2가, 생각공장데시앙플렉스 생각공장데시앙플렉스)A동 1층 120호"
295,윙크피자,1075905191,서울특별시 성동구 광나루로11길 22-1 (송정동 )1층
296,유기농 도우 준스피자 광진점,1075905191,서울특별시 성동구 광나루로11길 22-1 (송정동 )1층
297,부어치킨 상왕십리점,6784000982,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 J동)1층 134호"
298,서오릉피자 왕십리뉴타운점,8202301004,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 211동)1층 1102호"
299,올레길 한잔,6276900331,서울특별시 성동구 한림말1길 17 (옥수동 )1층
300,백종원의 새마을식당 한양대점,1215100876,서울특별시 성동구 마조로1길 39 (행당동 )지층
301,BBQ 행당스마트점,4285700726,"서울특별시 성동구 왕십리로 275 (행당동, 월성빌딩 )1층 2호"
302,BBQ 성수3점,2062237086,서울특별시 성동구 성덕정길 59 (성수동1가 )1층
303,BBQ 금호점,2152020402,서울특별시 성동구 독서당로 326 (금호동4가 )
304,교촌치킨 왕십리도선점,2300801038,서울특별시 성동구 고산자로 281 (홍익동 )
305,BBQ 금호중앙점,3795300498,서울특별시 성동구 무수막길 89-38 (금호동2가 )1층
306,교촌치킨 응봉점,1085060480,"서울특별시 성동구 독서당로 398 (응봉동, 노선상가 )3층 301호"
307,파바포장-파리바게뜨 마장대로점,2062819038,"서울특별시 성동구 고산자로 341-1 (마장동 )지상 1,2층"
308,교촌치킨 용답점,4042201426,서울특별시 성동구 용답중앙13길 6-1 (용답동 )1층
309,연돈볼카츠 왕십리역점,5732501330,"서울특별시 성동구 마조로1길 41 (행당동 )2,3층"
310,뜸들이다 성수점,5023147048,"서울특별시 성동구 상원길 50 (성수동1가, 동서울약국 )1층"
311,지코바 금호1호점,6704500998,"서울특별시 성동구 난계로 32 (금호동1가, 성산빌딩 )102호"
312,알로하프룻,3221301817,"서울특별시 성동구 무학로 33 (하왕십리동, 텐즈힐 155동(상가))1층 104호"
313,지코바 금호 1호점,6704500998,"서울특별시 성동구 난계로 32 (금호동1가, 성산빌딩 )102호"
314,라떼는 말이야 신금호점,1036500405,서울특별시 성동구 금호로 148-1 (금호1가동)1층
315,크럽커피,1512801484,서울특별시 성동구 무학봉길 64 (하왕십리동 )1층 1호
316,대창을 덮다 호르몬동 전문점,4598602640,서울특별시 성동구 왕십리로4길 26-6 (성수동1가 )1층
317,냥다방 카야 토스트,7603300624,서울특별시 성동구 상원6길 3 (성수동1가 )1층
318,우나기맨숀 히츠마부시 장어덮밥,4598602640,서울특별시 성동구 왕십리로4길 26-6 (성수동1가 )1층
319,케슬리 본점,7603300624,서울특별시 성동구 상원6길 3 (성수동1가 )1층
320,뚝도양조장,4598602640,서울특별시 성동구 왕십리로4길 26-6 (성수동1가 )1층
321,라와마라탕_5호점,5250102479,서울특별시 성동구 고산자로 299 (마장동 )1층 101호
322,컴포즈커피 행당무학점,2695000905,서울특별시 성동구 행당로 119 (행당동 )1층
323,국수나무 왕십리뉴타운점,2257900380,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)B동 1층 105호"
324,국수나무 행당점,2062831032,서울특별시 성동구 행당로 108-1 (행당동 )
325,다수니와플,3487300435,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 221동)1층 1122호"
326,Saladshop,3487300435,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 221동)1층 1122호"
327,커피사피엔스 선명스퀘어점,2894201072,서울특별시 성동구 성수일로 111 (성수동1가 )1층 102호
328,태리 로제떡볶이&닭강정 한양대점,3175400099,서울특별시 성동구 마조로7길 4-6 (행당동 )1층
329,하리스시,4281100728,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 153,154호"
330,교촌치킨 성수1호점,5496900346,서울특별시 성동구 동일로 41 (성수동2가 )1층
331,멕시카나 마장점,2061971819,"서울특별시 성동구 마장로42길 14 (마장동, 세림아파트 상가동)제1층 101호"
332,고기1동,2250765523,서울특별시 성동구 광나루로11길 24 (송정동 )1층 왼쪽
333,파파쿡김밥,8761700782,"서울특별시 성동구 독서당로 381 (응봉동, 현대종합상가 )1층 106호"
334,감동식혜 송정점,2250765523,서울특별시 성동구 광나루로11길 24 (송정동 )1층 왼쪽
335,중화요리 대연각,2791101033,"서울특별시 성동구 사근동길 67 (사근동, 중앙하이츠아파트 )103동 105호"
336,바르다김선생 행당점,2171040249,서울특별시 성동구 행당로 103 (행당동 )1층
337,할머니가래떡볶이 성동행당점,2668501931,서울특별시 성동구 행당로 113 (행당동 )1층 좌측
338,더맛있는족발보쌈 한양대점,6785100727,"서울특별시 성동구 마조로 17 (행당동, 한양시장 )C동 제49호"
339,한양점네네치킨,2040434191,서울특별시 성동구 마조로 59 (마장동)(1층)
340,열정해장국,5910502343,"서울특별시 성동구 금호로 127 (금호동2가, 금호자이1차 상가동)지하2층13-1"
341,오늘더만족,7530102360,서울특별시 성동구 장터길 43-2 (금호동3가 )1층
342,오늘도 못참치,2441401528,서울특별시 성동구 성덕정17길 7-1 (성수동2가 )1층
343,교촌치킨 성수역점,2063228140,서울특별시 성동구 아차산로7길 10-1 (성수동2가 )1층
344,포샵 왕십리점,6991100669,"서울특별시 성동구 행당로9길 43 (행당동, 행당동 대림아파트 국화상가)국화상가동 2층 201호"
345,마라하오 왕십리점,6991100669,"서울특별시 성동구 행당로9길 43 (행당동, 행당동 대림아파트 국화상가)국화상가동 2층 201호"
346,백종원의 롤링파스타 한양대점,4730101709,서울특별시 성동구 마조로5길 8 (행당동 )2층
347,굽네치킨&피자 행당점,7711202350,"서울특별시 성동구 행당로 75 (행당동, 행당동 대림아파트 동백상가)목련상가동 1층 101,102호"
348,한사바리해장국 왕십리점,1563200736,서울특별시 성동구 마장로 202-8 (홍익동)2층
349,홍콩반점0410 포장 성수역점,2251852816,"서울특별시 성동구 아차산로 96 (성수동2가, 신성빌딩 )1층"
350,홍콩반점0410 성수역점,2251852816,"서울특별시 성동구 아차산로 96 (성수동2가, 신성빌딩 )1층"
351,두투리에,1770103056,서울특별시 성동구 왕십리로14길 19-2 (성수동1가 )1층
352,솔로박스 센트라스점,8460501905,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)아이동 165호"
353,피자플래넷 센트라스점,8460501905,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)아이동 165호"
354,홍콩반점0410 포장 한양대점,3771901084,"서울특별시 성동구 마조로 25 (행당동, 제일빌딩 )지하1층"
355,홍콩반점0410 한양대점,3771901084,"서울특별시 성동구 마조로 25 (행당동, 제일빌딩 )지하1층"
356,슬로우캘리 왕십리뉴타운점,5751201961,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 J동)1층 125호"
357,보스턴 피자,2550302138,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 214동, 403동(상가))125호"
358,한마음 왕족발 본점,2062297065,서울특별시 성동구 독서당로 293-8 (금호동3가 )지상 1층
359,골목냉면 ,2063060904,서울특별시 성동구 독서당로 295-7 (금호동3가 )
360,이다카페,1265600497,서울특별시 성동구 광나루로 313 (송정동 )2층 202호
361,안쉐프의스시카이센동,3771301762,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 201동)221동 1층 1146호"
362,햄찌와베찌 부대찌개 뚝섬점,4610202250,"서울특별시 성동구 상원10길 4 (성수동1가, 푸른어린이집 )1층"
363,목동명품등갈비 화양점,4842401708,서울특별시 성동구 동일로 173 (성수동2가 )1층 2호
364,미소야 신당센트라스점,4313800508,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 J동)1층 106호"
365,스시화 성동점,7211102227,서울특별시 성동구 사근동11길 7 (사근동 )1층
366,한결 샐러드&파스타&라이스 성수점,7771901756,서울특별시 성동구 광나루로4가길 7 (성수동2가 )2층
367,[잇샐러드]IT SALAD,1428526752,서울특별시 성동구 성수일로8길 28 (성수동2가 )1층
368,BHC 성수역점,2905300026,"서울특별시 성동구 성덕정길 56 (성수동1가, 동구밭 )1층"
369,버거킹 왕십리센트라스점,1018676277,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 L동)1층 108호, 109호, 109-1호"
370,쓰리닷츠,5202400946,"서울특별시 성동구 마조로 59 (마장동, 현대상가 )1층"
371,레인보우하우스,7761501885,서울특별시 성동구 행당로 121 (행당동 )1층
372,오늘송어회가좋겠다,7873201204,"서울특별시 성동구 행당로6길 2 (금호동1가, 벽산아파트(종합사회복지관상가) 종합사회복지관상가)1층 104호"
373,화채 땡겨요,8866600297,서울특별시 성동구 동일로 223-1 (송정동)1층
374,혜화동돈까스극장 서울왕십리점,8400300995,서울특별시 성동구 무학로10길 30 (홍익동 )1층
375,또아 파니니&샐러드,5053494032,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 125동, G동)G동 101호 TTOA"
376,순백빙수 성수점,7260402321,"서울특별시 성동구 동일로 135-1 (성수동2가, 전진빌딩 1동)지1층 14호"
377,캐나디안 랍스터 성동점,4845300558,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층(코너 두번째 상가)
378,BHC 용답점,1781401217,서울특별시 성동구 용답19길 17 (용답동 )1층
379,피자헛 성수점,3127041120,"서울특별시 성동구 아차산로7나길 18 (성수동2가, 대선 APEX CENTER )1층 101-1호"
380,굽네치킨&피자 성수1호점,2063202887,"서울특별시 성동구 상원1길 26 (성수동1가, 서울숲A타워 )1층 108-2호"
381,BHC 도선점,2531601545,"서울특별시 성동구 무학로6길 50 (도선동, 성동삼성쉐르빌 101동)2층 236-4호"
382,마이쥬스 성수낙낙점,2880802152,"서울특별시 성동구 아차산로17길 48 (성수동2가, 성수 SK V1 CENTER I 성수 SK V1 CENTER I)지하1층 RB118호"
383,스모크키친서울,8781201424,서울특별시 성동구 성덕정길 120 (성수동2가 )2층
384,라본 어묵 & 김밥,8834400898,서울특별시 성동구 매봉길 48 (옥수동 )1층 105호
385,명동부대찌개 본점,4060653255,서울특별시 성동구 매봉길 48 (옥수동 )지하1층 B101호
386,한입과일 옥수점,4060653255,서울특별시 성동구 매봉길 48 (옥수동 )지하1층 B101호
387,앗뜨죽 왕십리점,8820901030,서울특별시 성동구 왕십리로 273 (행당제1동)1층
388,ESTP 치와와 김밥 가게 상왕십리역점,8353301174,"서울특별시 성동구 무학로 33 (하왕십리동, 텐즈힐 101동)155동 101호"
389,야미가 왕십리점,1996900063,"서울특별시 성동구 고산자로8길 20 (행당동, 벧엘피아노학원 )1층"
390,금룡,2050345020,"서울특별시 성동구 마조로 17 (행당동, 한양시장 )2층 5호 (지상2층)"
391,춘배버거,6092705546,서울특별시 성동구 왕십리로4길 13-1 (성수동1가 )101호
392,60계치킨 서울행당점,6154800653,"서울특별시 성동구 행당로 76 (행당동, 행당 한진타운 단지상가 )1층 114호"
393,네네치킨 행당점,2062228253,서울특별시 성동구 왕십리로21길 25 (행당동 )1층
394,신전떡볶이 성수점,7442200209,"서울특별시 성동구 상원길 59 (성수동1가, 쌍용아파트 상가B)B동 1층  106호"
395,강릉엄지네 꼬막집 왕십리센트라스점,5480202595,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)I동 1층 128호"
396,공차 한양대점,5830700256,서울특별시 성동구 마조로 21 (행당동 )2층
397,애플꼬마김밥 옥수점,5710802210,"서울특별시 성동구 한림말5길 11 (옥수동, 덕성빌딩 )1층 104호"
398,태리닭강정&떡볶이 한양대점,3175400099,서울특별시 성동구 마조로7길 4-6 (행당동 )1층
399,잭슨피자 성수점,4111563494,"서울특별시 성동구 뚝섬로 442 (성수동2가, 우신빌딩 )1층 102호"
400,라떼는말이야 행당역점,2403600460,서울특별시 성동구 행당로 112 (행당동 )1동 1층
401,채선당 성동구청점,1010629807,"서울특별시 성동구 고산자로 284 (행당동, 성동샤르망 )"
402,더(THE)짜글 왕십리점,2952100879,서울특별시 성동구 왕십리로21가길 1 (행당동 )1층 좌측
403,브로스치킨 후라이드&오븐,5053716565,"서울특별시 성동구 마조로 17 (행당동, 한양시장 )1층 33호"
404,교촌치킨 한양대점,2301900734,"서울특별시 성동구 마조로 31 (행당동, 두성빌딩 )1층"
405,떡참 성동성수점,7483300925,"서울특별시 성동구 성덕정15길 12 (성수동2가, 성동상가아파트 )1층"
406,크로앙쥬 한양대점,2060123097,"서울특별시 성동구 마조로 35 (행당동, 서전빌딩 )1층"
407,위풍당당고기덮밥 성수점,7855200037,"서울특별시 성동구 성수일로8길 53 (성수동2가, 성수동복합시설 )101호,102호"
408,찜닭특공대 왕십리점,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
409,바우네 나주곰탕,6731601055,서울특별시 성동구 왕십리로21길 10 (행당동 )1층
410,위풍당당족발 본점,7855200037,"서울특별시 성동구 성수일로8길 53 (성수동2가, 성수동복합시설 )101호,102호"
411,제비뽑기,6780702135,서울특별시 성동구 성수이로24길 38 (성수동2가 )센츄리프라자 1층 제비뽑기
412,원할머니명품도시락 성수점,2022572423,"서울특별시 성동구 성수이로7길 7 (성수동2가, 서울숲 한라시그마밸리Ⅱ )101"
413,원할머니보쌈족발 성수역점,2022572423,"서울특별시 성동구 성수이로7길 7 (성수동2가, 서울숲 한라시그마밸리Ⅱ )101"
414,또래오래 성수점,8950100268,서울특별시 성동구 뚝섬로 392 (성수동2가 )1층
415,이안식당,2950802470,"서울특별시 성동구 성덕정길 82-1 (성수동2가, 맹자빌딩 )1층 1호 이안식당"
416,니드스윗,5392600963,서울특별시 성동구 아차산로1길 9 (성수동1가 )1층
417,황토족발-왕십리점,3695000471,서울특별시 성동구 왕십리로24길 39-1 (홍익동 )1층
418,도스타코스 신금호역점,3622001036,"서울특별시 성동구 금호산길 59 (금호동2가, 신금호재가노인복지센터 )1층"
419,밥샵,3940300226,서울특별시 성동구 마조로 56 (마장동 )1층
420,오버나잇 커피 로스터스,2223600875,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 101동)J동 B106-1호"
421,부성식당 아구찜&철판낙지,2461200399,서울특별시 성동구 왕십리로28길 4 (도선동 )1층
422,카페낭만부부,2341701876,서울특별시 성동구 사근동길 20-22 (사근동 )1층
423,행당개인카페,2403600460,서울특별시 성동구 행당로 112 (행당동 )1동 1층
424,유캔두잇(행당점),8861701435,"서울특별시 성동구 독서당로59길 84 (행당동, 신동아아파트 상가동)2층 203호"
425,전과함께,2997300278,서울특별시 성동구 무학봉15길 28-1 (하왕십리동 )1층
426,제이제이크로플,2080926757,서울특별시 성동구 무학봉15길 28-1 (하왕십리동 )1층
427,달드,7240302065,서울특별시 성동구 무학봉15길 14 (하왕십리동 )1층
428,슬기로운혼밥생활 왕십리점,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
429,고기듬뿍통큰비빔밥 왕십리점,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
430,1988응답하라추억의옛날도시락 왕십리점,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
431,엄마밥상 왕십리점,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
432,석봉이네 가래떡볶이 왕십리점,4476700385,서울특별시 성동구 왕십리로31길 16 (하왕십리동 )1층
433,피자파는집 왕십리점,4476700385,서울특별시 성동구 왕십리로31길 16 (하왕십리동 )1층
434,찬란한아구&해물찜 왕십리점,6430402327,"서울특별시 성동구 무학봉26길 2 (하왕십리동, 가온팰리스 )1층 101호"
435,청춘극장,6821800603,서울특별시 성동구 행당로 112-5 (행당동 )1층
436,마라전설 덮밥,7430901720,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)제이동 126호 "
437,텍사스윙 왕십리점,7764600070,서울특별시 성동구 마장로 206 (왕십리도선동)1층
438,야미요거트얌얌,5804100659,서울특별시 성동구 마장로 316-1 (마장동)2층
439,마녀짜장 왕십리역점,7020400948,서울특별시 성동구 왕십리로21길 11 (행당제1동)2층
440,맛있는중국집 블랙&압구정,7020400948,서울특별시 성동구 왕십리로21길 11 (행당제1동)2층
441,커피온리팔공티성수점,2992900692,서울특별시 성동구 연무장7길 8-1 (성수동2가 )1층
442,대한민국 초밥&참치,5690701375,"서울특별시 성동구 난계로 32 (금호동1가, 성산빌딩 )1층 103,104호"
443,좋은초밥 왕십리점,4213101200,서울특별시 성동구 무학봉15다길 4 (하왕십리동 )1층
444,착한집 장수왕족발보쌈,2063043792,서울특별시 성동구 광나루로11길 31-1 (송정동 )1층 101호
445,1997 바베큐,5081892144,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 201동)403동 1층 129호"
446,수유리혼밥왕 왕십리점,4971901113,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 214동, 403동(상가))1층 129호"
447,왕손피자 토핑이많아 맛있는 성동점,3020816710,서울특별시 성동구 고산자로10길 22 (행당동 )1층
448,죠샌드위치 금호점,5754100846,서울특별시 성동구 금호산길 3 (금호동3가 )1층
449,진숙이모네배달,2953600591,서울특별시 성동구 독서당로 296-1 (금호동4가 )지하1층
450,지니어스커피바,2183300045,서울특별시 성동구 독서당로 290-1 (금호동4가 가동)나동1.2.3층 지니어스커피바
451,뚜레쥬르 성수역점,2063022332,"서울특별시 성동구 성수이로 113 (성수동2가, 제강빌딩 )1층"
452,뚜레쥬르 금호역점,2062335862,서울특별시 성동구 장터길 25 (금호동3가 )
453,뚜레쥬르 행당역점,7030802137,서울특별시 성동구 행당로17길 3 (행당동 )1층
454,칠칠켄터키 한양대점,5462101155,"서울특별시 성동구 마조로 17 (행당동, 한양시장 )2층"
455,커피가루,2073100605,서울특별시 성동구 무학로2길 48 (도선동 )1층
456,피자시즌,7513600937,서울특별시 성동구 성수이로14길 1 (성수동2가 )가동 1층
457,뜸들이다 신금호점,6516800434,서울특별시 성동구 무수막길 89-5 (금호동2가 )1층
458,떡참 성동금호점,8961300115,서울특별시 성동구 무수막길 58 (금호동2가 )1층
459,맛있는 빙달 눈꽃빙수카페 동대문점,1120596463,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 201동)402동 217호"
460,빙달 동대문점,1120596463,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐 201동)402동 217호"
461,에그2000 서울행당점,4840102450,"서울특별시 성동구 행당로 100 (행당동 )지1 , 1,2층"
462,신의한국수 본점,7805200444,"서울특별시 성동구 광나루로 320-1 (성수동2가, 에딘버그골프연습장 가동)가동. 1층 신의한국수"
463,셀럽드 샐러드,1212862006,서울특별시 성동구 왕십리로16가길 20 (성수동1가 )1층
464,일차돌,4412300874,"서울특별시 성동구 상원길 36 (성수동1가, 두루지기시스템 )1층"
465,새벽대게 금호점,1588501912,"서울특별시 성동구 금호산길 53-1 (금호동2가, 미용실 )1층 새벽대게"
466,카페 오아시스,5850101429,"서울특별시 성동구 왕십리로21길 29 (행당동, 관인우성속셈학원 )1층, 101호"
467,돼지곱창전문점 돼지곱창히어로,1112799116,서울특별시 성동구 마장로 209 (홍익동 )102호
468,달걀폭탄냉면히어로,1112799116,서울특별시 성동구 마장로 209 (홍익동 )102호
469,참실이 임실두판피자,8550601546,서울특별시 성동구 무수막길 85 (금호동2가 )1층
470,폴핑피자,8550601546,서울특별시 성동구 무수막길 85 (금호동2가 )1층
471,성수닭발,2021451344,서울특별시 성동구 상원12길 17-10 (성수동1가 )1층
472,공차 왕십리역사점,1491400281,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사 )지상2층"
473,타이인플레이트 사근본점,5151960860,"서울특별시 성동구 사근동8길 3 (사근동, 우리빌딩 )1ㅈ등"
474,나마참치&스시,2853400678,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1142호"
475,타이킴 쌀국수,3815400620,서울특별시 성동구 독서당로 303-4 (금호동3가 )1층
476,7번가피자 한양대점,6723700169,서울특별시 성동구 사근동길 18 (사근동 )1층 101호
477,가마로강정 왕십리점,5913301309,서울특별시 성동구 행당로8길 6 (행당동 )1층
478,BHC 한양대마장점,6923601001,서울특별시 성동구 사근동길 18 (사근동 )1층
479,명가통닭 성동구청점,7361300676,"서울특별시 성동구 왕십리로24나길 20 (도선동, 창성빌딩 )1층"
480,5학년2반 두마리오븐치킨,5683300407,서울특별시 성동구 무수막길 85 (금호동2가 )2층 일부
481,5학년2반 두마리치킨&도시락보쌈,5683300407,서울특별시 성동구 무수막길 85 (금호동2가 )2층 일부
482,붐비 boom.B,6430502213,"서울특별시 성동구 고산자로2길 67 (행당동, 서울숲리버뷰자이(상가1동) 상가1동)1층 1106호 "
483,왕십리곱창아구찜,5200102867,"서울특별시 성동구 무학로 33 (하왕십리동, 텐즈힐 156동(상가))1층 101호"
484,삼촌횟집,6186400287,서울특별시 성동구 용답19길 18-1 (용답동 )1층 4호
485,푸라닭 옥수점,1011393379,서울특별시 성동구 독서당로 208 (옥수동 )3층
486,삼첩분식 왕십리점,1913201102,서울특별시 성동구 무학봉21길 11 (하왕십리동 )1층
487,불티상회,4735200809,서울특별시 성동구 용답29길 26 (용답동 )1층
488,깜왕돈까스,5554800671,서울특별시 성동구 용답중앙15길 15 (용답동 )1층
489,프레드피자 성동점,2601302051,서울특별시 성동구 왕십리로31나길 21 (하왕십리동 )1층 102호
490,순살몬스터 성수마을점,2041720756,"서울특별시 성동구 성수일로8길 47 (성수2가제3동,성수동 롯데캐슬파크)104"
491,페리카나 왕십리점,2062319988,서울특별시 성동구 무학봉15길 23 (하왕십리동 )1층
492,처갓집양념치킨 왕십리점,7100901133,서울특별시 성동구 마장로23길 7 (홍익동 )1층
493,종로계림닭도리탕 왕십리점,2065400692,서울특별시 성동구 무학로2길 35 (도선동 )2층
494,땅스즉석떡볶이 용답로데오점,3082001653,"서울특별시 성동구 용답중앙15길 2 (용답동, 정치과의원 )1층(용답동)"
495,팔팔랭삼식당,3783001194,"서울특별시 성동구 용답중앙길 58 (용답동, 부성빌딩 )101호 102호"
496,마왕족발 왕십리역점,1484100358,서울특별시 성동구 행당로17길 23-1 (행당동 )1층
497,주식회사 고기당 왕십리점,5748501905,"서울특별시 성동구 무학봉15가길 4 (하왕십리동, 무학유치원 )"
498,오늘은 새우회 성동점,2173101178,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층
499,밥도둑비빔밥오지게먹게,5993001262,"서울특별시 성동구 독서당로 272 (금호동4가, 금호동 대우아파트 관리사무소)상가동 4층 411호"
500,한끼한죽,5993001262,"서울특별시 성동구 독서당로 272 (금호동4가, 금호동 대우아파트 관리사무소)상가동 4층 411호"
501,볶가 볶음우동 가장맛있는집 왕십리점,8380502257,서울특별시 성동구 왕십리로24길 29 (왕십리도선동)103호
502,양꼬치잇데이 왕십리점,8951102080,서울특별시 성동구 마장로 204-1 (홍익동 )1층
503,청춘닭꼬치 왕십리점,8951102080,서울특별시 성동구 마장로 204-1 (홍익동 )1층
504,큰집닭강정(행당점),8895400333,서울특별시 성동구 무학봉길 54-1 (하왕십리동 )1층
